lsoa,names,lone_parent_household,young_pepople_percent,ethnic_black,tenure_mortgage_loan,tenure_social,no_qualifications,level_4_qualifications_above,no_cars,cars_per_household,median_annual_household_income,ptal_average,cluster_id
E01003718,Redbridge 034E,10,0.22,11.4,33.7,6.2,17.4,36.3,35.1,0.9,29879.00 ,3.7,0
E01003719,Redbridge 034F,12.5,0.26,9.6,28.6,5.1,17.8,35.8,32.4,1.1,29256.00 ,3.9,0
E01032581,Redbridge 034G,17.5,0.23,13.6,32.8,19.2,20,25.5,36.2,0.8,26648.00 ,3.4,0
E01003690,Redbridge 035A,8.6,0.27,5.3,26.2,8.2,23.6,36.7,41.8,0.9,33009.00 ,5,1
E01003691,Redbridge 035B,14,0.24,13,44.3,3.9,14.3,36.5,23,1.3,31113.00 ,2.1,2
E01003692,Redbridge 035C,13.2,0.22,8.5,39.3,2.8,17.1,38.1,23.8,1.1,36547.00 ,4.8,1
E01003693,Redbridge 035D,8.8,0.23,8,43.9,2.3,16.6,36.7,12.8,1.5,42374.00 ,2.6,0
E01003694,Redbridge 035E,9.6,0.21,6.6,35.7,10.3,18.7,36,24.1,1.3,35567.00 ,3.6,0
E01003695,Redbridge 035F,8.2,0.21,9.8,27.5,4.5,16.1,37.4,35.8,1,30289.00 ,3.7,0
E01003696,Redbridge 035G,8.3,0.28,7.6,45.5,5.2,18,35.7,24.1,1.2,32378.00 ,4.3,0
E01003697,Redbridge 035H,9.8,0.22,6.7,46.1,4.5,15.1,41,21.5,1.3,36837.00 ,3.7,0
E01003675,Redbridge 036A,8.4,0.2,3.2,34.5,4.3,15.2,37.9,20.8,1.2,38708.00 ,3.7,0
E01003676,Redbridge 036B,8.1,0.21,5.1,46.1,6.3,15.4,36.4,15.8,1.4,42317.00 ,3.4,0
E01003677,Redbridge 036C,6.3,0.19,4,42.3,1.2,21.1,31.4,12.1,1.4,41717.00 ,2.4,2
E01003678,Redbridge 036D,10.6,0.2,5.9,49.1,4.2,13.6,36.8,9.4,1.6,47156.00 ,1.8,2
E01003679,Redbridge 036E,7.7,0.21,3.6,50.3,0.6,17,34.9,8.5,1.7,43580.00 ,1.7,2
E01003680,Redbridge 036F,11.4,0.2,5,54.3,0.6,16.7,28,11.2,1.5,42622.00 ,1.5,2
E01003681,Redbridge 036G,12,0.2,6.2,33.7,16,21.9,31.3,26.2,1.1,31783.00 ,2,2
E01003682,Redbridge 036H,8.5,0.2,4.5,47.7,1.2,14.2,35.9,8.7,1.5,42780.00 ,2,2
E01003797,Richmond upon Thames 001A,5.4,0.11,0.6,32.3,9.8,8.9,60.8,14.5,1.4,72466.00 ,3.3,0
E01003798,Richmond upon Thames 001B,7.4,0.13,1.1,24.3,18.7,6.4,62.9,28.1,1,48413.00 ,3.4,0
E01003799,Richmond upon Thames 001C,5.7,0.14,0.8,32,5.7,5,65.8,25.1,1.1,61631.00 ,3.7,0
E01003800,Richmond upon Thames 001D,12.2,0.16,2.7,22,25.9,11.2,50.9,29.7,1,39083.00 ,3.6,0
E01003801,Richmond upon Thames 001E,5.1,0.17,0.8,29.8,2.4,5,63.7,28.1,0.9,55607.00 ,3.6,0
E01003802,Richmond upon Thames 001F,5.8,0.14,0.9,25.7,4.8,4.7,66.8,21.3,1.1,60811.00 ,3.2,0
E01003803,Richmond upon Thames 001G,17.6,0.2,3.7,15.5,54.6,21.9,32.3,42.4,0.8,28452.00 ,2.6,2
E01003846,Richmond upon Thames 002A,6.4,0.11,0.2,38.4,2.2,4.3,67.4,12.9,1.3,62837.00 ,2.9,0
E01003847,Richmond upon Thames 002B,3.4,0.14,0.4,20.9,5,5,63.7,34.8,0.9,46011.00 ,3,0
E01003849,Richmond upon Thames 002C,4.3,0.12,0.8,33.8,6.7,7.5,67.3,26.2,1,54073.00 ,3.1,0
E01003851,Richmond upon Thames 002D,5.4,0.1,0.3,33,1.3,5.6,67,14.8,1.2,62052.00 ,3,0
E01003860,Richmond upon Thames 002E,3.8,0.16,1.7,27.1,12,6,67.2,31.4,0.9,51876.00 ,6.3,1
E01003864,Richmond upon Thames 002F,5.2,0.14,1.6,26.4,9.5,6.8,66.4,25.2,1,50832.00 ,4.4,1
E01003852,Richmond upon Thames 003A,6.7,0.18,0.6,27.1,13.5,9.1,58.6,35.9,0.9,40730.00 ,3,0
E01003853,Richmond upon Thames 003B,8.8,0.12,1.2,27.7,22.2,12,54.2,28.6,1.1,46651.00 ,3,0
E01003854,Richmond upon Thames 003C,6.4,0.14,1.4,27.9,13.9,8.3,60.3,30.2,0.9,47333.00 ,3.7,0
E01003855,Richmond upon Thames 003D,12,0.18,3.4,23.7,33.1,14.6,47.1,38.1,0.7,34570.00 ,2.6,0
E01003856,Richmond upon Thames 003E,8.8,0.13,1.7,35.9,12.1,9.1,60.6,31,0.8,41187.00 ,3,0
E01003857,Richmond upon Thames 003F,7.5,0.11,1.4,36,9.9,9,60.8,25.9,0.9,47891.00 ,2.9,0
E01003858,Richmond upon Thames 003G,6.8,0.11,0.3,43.2,4.7,5.9,62.5,20.2,1,56532.00 ,3,0
E01003848,Richmond upon Thames 004A,8.7,0.16,2,36.1,13,10.5,57.3,29.4,0.9,40322.00 ,4.4,1
E01003861,Richmond upon Thames 004C,5.5,0.2,2.7,34.3,11.7,6.8,64.6,33.6,0.9,44014.00 ,6,1
E01003862,Richmond upon Thames 004D,10.5,0.15,2.4,24.9,20.3,14,49.8,32.1,0.9,37439.00 ,3.6,0
E01003863,Richmond upon Thames 004E,7.2,0.13,1.5,26.8,37.4,17.5,48.7,38.3,0.8,38301.00 ,4,0
E01003865,Richmond upon Thames 004F,13.2,0.14,1.5,34,23.3,15,49.5,27.8,1,38653.00 ,2.8,0
E01033570,Richmond upon Thames 004G,9,0.16,3.5,22.8,16.2,6.6,59,25.1,0.9,42704.00 ,0.7,2
E01033571,Richmond upon Thames 004H,10.6,0.14,2.3,29.2,25.6,13,52,26.4,1.1,40170.00 ,2.5,2
E01003804,Richmond upon Thames 005A,8.7,0.12,0.9,33.7,6.9,7.4,60.8,27,1,46420.00 ,2.9,0
E01003807,Richmond upon Thames 005B,7.3,0.18,0.7,29.5,13.1,7,57.3,31,0.9,41896.00 ,3,0
E01003808,Richmond upon Thames 005C,7.6,0.11,1,39,9.5,8.6,59.3,23.1,0.9,48346.00 ,3.3,0
E01003809,Richmond upon Thames 005D,6.8,0.12,0.6,39.3,5.9,7.1,61.7,18.9,1.2,59510.00 ,2.7,0
E01003859,Richmond upon Thames 005E,9.8,0.12,1,39.5,8.4,8.1,61,19.8,1.1,52072.00 ,3,0
E01003873,Richmond upon Thames 006A,4.4,0.14,0.8,25.2,10.2,5.5,69.5,39.5,0.8,49104.00 ,6.1,1
E01003874,Richmond upon Thames 006B,3.8,0.15,1.1,26.6,6.6,6.1,70.1,34.8,0.8,51341.00 ,4.1,0
E01003875,Richmond upon Thames 006C,6,0.13,1,28.8,10.3,7.6,61.6,23.8,1.1,57526.00 ,3,0
E01003878,Richmond upon Thames 006D,9.7,0.15,0.7,14.4,57.7,17.1,44.5,37,0.9,38734.00 ,2.1,2
E01003866,Richmond upon Thames 007A,6.1,0.1,1.1,46.6,1.4,5.9,68.8,16.7,1.1,57205.00 ,3,0
E01003868,Richmond upon Thames 007B,4.2,0.13,0.3,40.4,2,5.4,68.8,25.5,1,51096.00 ,3.8,0
E01003871,Richmond upon Thames 007C,9.8,0.12,1.6,38.6,8.9,5.8,62.1,15.9,1.2,51818.00 ,2.4,2
E01003872,Richmond upon Thames 007D,5.5,0.15,0.4,30.9,3.6,4.4,65.5,28.1,1.1,49138.00 ,2.9,0
E01003821,Richmond upon Thames 008A,4.5,0.13,1.3,19.1,10.8,5.8,65.9,36.9,0.8,50324.00 ,2.7,2
E01003876,Richmond upon Thames 008B,3.2,0.19,0.7,21.5,5.7,5.2,67.9,42,0.8,53753.00 ,6.8,1
E01003877,Richmond upon Thames 008C,3.3,0.11,0.4,24.2,8.7,5.8,67.7,31.9,0.9,57709.00 ,4.4,1
E01003879,Richmond upon Thames 008D,5.1,0.26,2.2,24.5,3.4,3.7,61,24.8,1.1,58533.00 ,2.1,2
E01003892,Richmond upon Thames 009A,4,0.09,0.6,27.9,1.9,4.7,65.1,23.9,1,57928.00 ,3.6,0
E01003893,Richmond upon Thames 009B,3.7,0.14,0.8,27.7,5,8.5,62.4,31.4,0.9,43337.00 ,3.9,0
E01003894,Richmond upon Thames 009C,3.7,0.15,0.9,34.6,5.3,5.8,69.6,27.6,0.9,50763.00 ,4.2,0
E01003895,Richmond upon Thames 009D,5.5,0.14,0.9,36.7,11.4,7.1,61.3,28.3,1,44150.00 ,4.5,1
E01003905,Richmond upon Thames 010A,8.4,0.2,1.7,40.7,3.3,14.4,37.1,17.9,1.2,36282.00 ,2.8,0
E01003906,Richmond upon Thames 010B,10.3,0.16,1.9,42.4,8.5,18.7,38,21.9,1.1,34882.00 ,3,0
E01003907,Richmond upon Thames 010C,9.7,0.2,3.4,28.8,34.3,20.5,28.6,25.7,1.1,29983.00 ,1.4,2
E01003908,Richmond upon Thames 010D,8.5,0.17,2.5,44.8,2.7,14.4,38.7,13.8,1.4,37513.00 ,2.6,0
E01003909,Richmond upon Thames 010E,10.7,0.2,2.4,33.2,6.9,16.1,39.6,20.5,1.3,36640.00 ,3,0
E01003867,Richmond upon Thames 011A,6.1,0.2,1.7,41,7.1,11.9,48.3,19.1,1.2,39579.00 ,2.9,0
E01003869,Richmond upon Thames 011B,4.8,0.18,0.9,34.3,1.9,6.1,63.4,22.8,1.1,48340.00 ,3.4,0
E01003870,Richmond upon Thames 011C,4.2,0.15,0.6,48.5,3.7,6.4,61.7,18.3,1.1,48694.00 ,3.5,0
E01003910,Richmond upon Thames 011D,6.9,0.13,0.8,41.6,1.5,17.8,39.3,18.1,1.2,38528.00 ,2.1,2
E01003805,Richmond upon Thames 012A,6.2,0.11,0.5,36.4,3.2,4,66.2,8.4,1.5,69627.00 ,1.9,2
E01003806,Richmond upon Thames 012B,7.3,0.13,0.4,35.6,4,4.7,66,10.3,1.5,69961.00 ,1.6,2
E01003816,Richmond upon Thames 012C,10.9,0.1,0.8,29.2,16.9,13.6,49.3,18.8,1.3,52133.00 ,2.4,2
E01003817,Richmond upon Thames 012D,5.7,0.14,3.5,29.6,10.8,13.2,43.7,26.9,1,39081.00 ,2.1,2
E01003840,Richmond upon Thames 013A,14.3,0.2,5.4,40.5,10.7,17.5,34.3,20.5,1.3,31991.00 ,2,2
E01003841,Richmond upon Thames 013B,17.4,0.23,9.5,22.9,44.4,23.2,27.2,40.6,0.8,24954.00 ,1.8,2
E01003842,Richmond upon Thames 013C,16,0.18,1.7,34.1,29.7,22.3,26.7,18.9,1.2,31113.00 ,1.9,2
E01003843,Richmond upon Thames 013D,10.4,0.21,2.8,30.7,21.6,23.8,26.1,22.8,1.2,29316.00 ,2,2
E01003844,Richmond upon Thames 013E,8.1,0.18,1.2,36,9,12.7,37.8,14.6,1.4,40771.00 ,2.8,0
E01003845,Richmond upon Thames 013F,6.1,0.15,0.9,41,2.1,21.1,28.8,13.3,1.5,36180.00 ,1.6,2
E01003882,Richmond upon Thames 014A,6.1,0.13,0.8,41.6,2.8,6.6,60.1,26.6,1,48107.00 ,4.7,1
E01003883,Richmond upon Thames 014B,3,0.13,0.7,47.2,6.9,7.3,60.9,24.6,1,44724.00 ,3.3,0
E01003896,Richmond upon Thames 014C,4,0.23,0.8,30.4,3,5.3,60.7,31.4,0.9,41369.00 ,5.5,1
E01003897,Richmond upon Thames 014D,5.3,0.23,1.6,36.4,11,6.2,63.6,36.6,0.8,41407.00 ,5.7,1
E01003898,Richmond upon Thames 015A,8.7,0.15,0.5,45.6,4.1,8.3,59.4,23.6,1.1,44378.00 ,3.6,0
E01003899,Richmond upon Thames 015B,5.9,0.14,0.9,44.9,2.8,7.6,52.7,21.4,1.1,42310.00 ,3.2,0
E01003900,Richmond upon Thames 015C,14.2,0.18,1.5,30.6,33.2,19.5,36.1,29.2,1.1,32418.00 ,3.5,0
E01003901,Richmond upon Thames 015D,7.9,0.13,2,51.1,5.1,11,44.8,13.4,1.3,40214.00 ,1.1,2
E01003902,Richmond upon Thames 015E,7.4,0.13,2.7,50.1,3.2,13.5,41.8,18.9,1.2,38020.00 ,3,0
E01003903,Richmond upon Thames 015F,15.5,0.18,2.4,42.6,15.2,18.8,32.8,17.2,1.3,34780.00 ,2.8,0
E01003904,Richmond upon Thames 015G,9.4,0.14,2.3,42.9,16.1,14.2,48.4,23.2,1,38146.00 ,2.2,2
E01003880,Richmond upon Thames 016A,6.2,0.12,0.1,41.5,5.2,6.1,62.4,13.6,1.3,54748.00 ,3.4,0
E01003881,Richmond upon Thames 016B,5.5,0.46,1.4,33.9,5.9,3.7,36.6,17.7,1.2,51326.00 ,2.8,0
E01003884,Richmond upon Thames 016C,6.4,0.15,2.1,34.7,12.6,8.3,57.2,21.9,1.2,46411.00 ,3.5,0
E01003885,Richmond upon Thames 016D,9.1,0.14,0.7,41.7,6,7.3,58.8,18.2,1.2,46030.00 ,3.6,0
E01003818,Richmond upon Thames 017A,12.1,0.14,2.2,33.1,9.4,9.5,47.6,19.8,1.1,38635.00 ,1.7,2
E01003819,Richmond upon Thames 017B,16.9,0.17,2.9,26.9,42,22.6,33.2,36,0.9,27360.00 ,1.6,2
E01003820,Richmond upon Thames 017C,13,0.14,1.9,35.3,21.2,19,38.4,24.2,1,34703.00 ,2,2
E01003811,Richmond upon Thames 018A,7.8,0.11,0.9,48.8,3.1,8.1,62,17.8,1.1,46918.00 ,3.1,0
E01003812,Richmond upon Thames 018B,8.9,0.17,1.1,43.5,10.4,11.1,50.6,23.3,1,38878.00 ,3.9,0
E01003890,Richmond upon Thames 018C,6.1,0.17,0.5,40.2,3.1,4.8,61.6,16.8,1.2,47491.00 ,2.6,2
E01003891,Richmond upon Thames 018D,4.4,0.14,0.8,36,2.2,7.1,60.1,16,1.2,48994.00 ,2.7,0
E01003810,Richmond upon Thames 019A,7.5,0.13,0.6,47.8,7.2,9.4,53.2,12.2,1.3,47707.00 ,3.8,0
E01003813,Richmond upon Thames 019B,8.1,0.15,1.3,41.2,2.8,10.4,53.2,12.3,1.4,48003.00 ,2.3,2
E01003814,Richmond upon Thames 019C,7.4,0.14,0.9,37,9.1,13.2,51.5,27,1,39694.00 ,3.2,0
E01003815,Richmond upon Thames 019D,10.3,0.14,1.4,36.2,13.3,12.1,48,26,1,37031.00 ,2.9,0
E01003828,Richmond upon Thames 020A,10.2,0.15,0.9,37.6,7.1,11.5,47.8,14,1.4,41156.00 ,2.2,2
E01003829,Richmond upon Thames 020B,14.3,0.18,3.4,29.7,36.4,22.1,27.9,26.5,1.1,29350.00 ,2.2,2
E01003830,Richmond upon Thames 020C,10.9,0.16,2,32.3,12.3,13.8,42.4,19.2,1.3,38748.00 ,2.4,2
E01003831,Richmond upon Thames 020D,10.9,0.13,3.2,40.2,6.6,15.9,37,14.9,1.3,35760.00 ,2.2,2
E01003832,Richmond upon Thames 020E,14.7,0.17,2.6,22.8,51.5,24.2,26.7,35.1,0.9,26313.00 ,1.7,2
E01003833,Richmond upon Thames 020F,10.2,0.16,1.5,33.3,20.7,18.8,35.2,24,1,31541.00 ,2.1,2
E01003886,Richmond upon Thames 021A,6,0.15,0.8,40.5,5.7,6.4,61.2,20.5,1.1,48695.00 ,3.7,0
E01003887,Richmond upon Thames 021B,5.4,0.16,0.7,39,3.8,5.5,61.1,24.2,1,46429.00 ,3.8,0
E01003888,Richmond upon Thames 021C,7.6,0.19,1.7,25.3,29.4,13.9,47.2,38.4,0.8,36064.00 ,3.8,0
E01003889,Richmond upon Thames 021D,3.6,0.13,0.3,33.4,2.8,7.2,61.5,14.6,1.2,50176.00 ,2.7,0
E01003834,Richmond upon Thames 022A,3.5,0.25,1.7,24.5,13.9,9,48.9,37.3,0.8,38812.00 ,4,0
E01003835,Richmond upon Thames 022B,5.4,0.12,0.2,48.6,3.5,7.4,63.9,11.9,1.4,53523.00 ,2.2,2
E01003836,Richmond upon Thames 022C,6.9,0.17,2.3,28.9,29.5,16.5,47.5,33.6,1,38045.00 ,2.9,0
E01003837,Richmond upon Thames 022D,8.5,0.09,1.2,29.8,8.7,9.4,56.9,15.7,1.2,49086.00 ,1.4,2
E01003838,Richmond upon Thames 022E,8.3,0.16,1.4,36,11.6,6.2,55.6,20.8,1.1,43014.00 ,2.7,0
E01003839,Richmond upon Thames 022F,11,0.16,2.4,31.9,21.6,11.7,50.3,31.3,0.9,35679.00 ,3.3,0
E01003822,Richmond upon Thames 023A,5.4,0.13,1,43.2,1.6,9.1,52.8,7.4,1.6,54875.00 ,2.6,0
E01003823,Richmond upon Thames 023B,5.8,0.16,1.2,29.9,3.1,7.5,53.9,14.8,1.3,41428.00 ,2.6,0
E01003824,Richmond upon Thames 023C,9.2,0.13,0.3,42.1,4.9,9.2,52.9,15.7,1.3,46467.00 ,2.8,0
E01003825,Richmond upon Thames 023D,7.5,0.14,0.9,45.5,6.4,12.7,43.1,12.7,1.4,41271.00 ,2.4,2
E01003826,Richmond upon Thames 023E,16.8,0.15,1.5,23.9,45.5,25.9,33.1,34.3,0.9,30817.00 ,2.5,0
E01003827,Richmond upon Thames 023F,8.6,0.17,1.2,37.1,15.1,9.8,48.7,24.2,1.1,38489.00 ,3,0
E01004125,Sutton 001A,15.2,0.19,6.1,29.4,47.1,29.3,17,34.6,0.9,24697.00 ,3,0
E01004183,Sutton 001B,18.7,0.23,8.2,33.3,43.9,26.8,17.2,31.7,1,24460.00 ,2.7,0
E01004184,Sutton 001C,21.9,0.18,7.7,33.9,46,28.2,15.9,32.3,1,25133.00 ,2.2,2
E01004185,Sutton 001D,22.5,0.21,13.5,23.9,53.1,25.6,17.7,34.2,0.9,24092.00 ,2.2,2
E01004189,Sutton 001E,19.6,0.19,7.2,34.1,44.5,30.1,18.8,30.8,1,24593.00 ,2.4,2
E01004123,Sutton 002A,19.2,0.22,9.5,29.5,33.4,23.5,22.4,35.9,0.9,25609.00 ,3.5,0
E01004124,Sutton 002B,18.5,0.2,4.9,39.5,32.7,26.1,16.3,25.8,1.1,25791.00 ,1.7,2
E01004126,Sutton 002C,23.4,0.18,6.6,32.3,46.5,29.8,14.4,32.1,0.9,23723.00 ,3,0
E01004128,Sutton 002D,18.8,0.19,10.3,31.2,44.1,26,20.9,30.3,1.1,24379.00 ,2.9,0
E01004129,Sutton 002E,16.3,0.2,6,23.7,52.9,33,14.2,44.3,0.8,23352.00 ,3.3,0
E01004130,Sutton 003A,10.9,0.17,6.4,43.8,7.3,22.4,23.5,17.2,1.4,31775.00 ,2.4,2
E01004131,Sutton 003B,11.7,0.17,3.6,47.1,4.6,19.6,23.1,19.1,1.3,31828.00 ,2.7,0
E01004134,Sutton 003C,9.4,0.2,3.6,40.4,5.6,22.2,23.8,20.2,1.3,31394.00 ,3,0
E01004135,Sutton 003D,9.5,0.18,3.9,44.5,1,22,24.7,13.7,1.5,32382.00 ,2.2,2
E01004136,Sutton 003E,9.8,0.17,3,48.7,4.9,21.7,20.9,12.9,1.5,32067.00 ,2.5,2
E01004164,Sutton 004A,7.7,0.19,2.4,45.1,8,21.6,23.7,21.9,1.2,32138.00 ,2.6,2
E01004166,Sutton 004B,9,0.16,3.5,43.5,12.8,19.2,30,24,1.1,33988.00 ,2.9,0
E01004169,Sutton 004C,15.2,0.2,8.1,43.7,25.9,20.4,24.7,28.3,1,28806.00 ,2,2
E01004186,Sutton 004D,10.8,0.22,10.4,45.2,11.9,12.4,30.2,25.2,1,30411.00 ,2.1,2
E01004188,Sutton 004E,15.6,0.19,8.9,38.8,16,20.1,30.7,26,1,28967.00 ,3,0
E01004127,Sutton 005A,17.1,0.18,6.3,42.4,28.4,24.2,17.8,25.1,1.1,27854.00 ,2.8,0
E01004163,Sutton 005B,12.2,0.16,5.1,54.3,5,24.7,20.1,16.7,1.3,30622.00 ,2.3,2
E01004165,Sutton 005C,12.5,0.2,6.2,42.4,15.5,21,24,28.2,1,29925.00 ,3.7,0
E01004167,Sutton 005D,14.8,0.21,10.3,31.5,37.8,24.5,19.6,31.1,1,26858.00 ,2.4,2
E01004187,Sutton 005E,15.9,0.18,7.5,44.1,27.8,23.2,18.8,24.1,1.2,27559.00 ,2.1,2
E01004117,Sutton 006A,7.7,0.16,1,54.7,1.6,16.3,25.2,6.9,1.6,39931.00 ,0.3,2
E01004121,Sutton 006B,6.2,0.16,1.8,38.1,3.8,15.9,33.9,20.6,1.2,36638.00 ,3.1,0
E01004192,Sutton 006C,13,0.17,2,47.3,12.2,15.7,35.9,17.8,1.2,34736.00 ,2.4,2
E01004193,Sutton 006D,12.9,0.15,2.4,53.2,10.5,13,33.8,16.3,1.2,36426.00 ,1.2,2
E01004195,Sutton 006E,9.5,0.17,1.5,36.8,5.6,19.9,32.4,28.3,1,32374.00 ,3.5,0
E01004144,Sutton 007A,9.2,0.17,4.6,44.5,1.9,18.1,29.4,14.8,1.3,35994.00 ,3.6,0
E01004145,Sutton 007B,11.1,0.16,5.6,47.5,7.1,19.9,24,17.4,1.3,31458.00 ,3,0
E01004146,Sutton 007C,12.2,0.15,5.3,45.8,11.4,23.2,26.6,25.4,1,31507.00 ,4.6,1
E01004147,Sutton 007D,8.6,0.15,2.7,44.4,8.3,21.1,24.7,15.8,1.3,36006.00 ,2,2
E01004116,Sutton 008A,5.2,0.15,1.7,38.1,6.7,23.6,28.1,21.4,1.4,39446.00 ,1.8,2
E01004122,Sutton 008B,5.6,0.15,0.8,41.8,7.5,17,34.2,12.2,1.5,43156.00 ,2.1,2
E01004190,Sutton 008C,5,0.17,1,44.1,0.6,17.2,30.5,12.2,1.5,42187.00 ,2.7,0
E01004191,Sutton 008D,9.4,0.17,3.1,40.8,1.5,20.3,27,20.1,1.2,32636.00 ,3.1,0
E01004194,Sutton 008E,8.5,0.16,1.7,47.5,8.5,17.5,25.3,20.4,1.2,32664.00 ,1.7,2
E01004196,Sutton 008F,9.2,0.17,1.6,46.4,1.6,18.8,27.9,12.9,1.4,36377.00 ,2.5,2
E01004115,Sutton 009A,11.3,0.17,2,52.9,0.5,19.4,25,15.1,1.4,34205.00 ,2.2,2
E01004118,Sutton 009B,8.8,0.18,2.3,38.4,3.6,19.2,23.8,20.6,1.3,32618.00 ,3.1,0
E01004119,Sutton 009C,8.5,0.18,1.2,55.3,0.4,20.1,18.9,12.6,1.6,34753.00 ,2.7,0
E01004132,Sutton 009D,9.3,0.14,1.2,53.1,0.8,19,20,11.3,1.5,34443.00 ,2.3,2
E01004133,Sutton 009E,11.1,0.15,1.6,55.2,0.8,16.1,21.5,7.9,1.6,36684.00 ,2,2
E01004171,Sutton 010A,8.4,0.15,5.3,46.1,6.8,18.5,27.2,15.6,1.4,37367.00 ,2.9,0
E01004172,Sutton 010B,16.7,0.2,6.8,31.6,25.4,15.7,30.5,32.2,0.9,28214.00 ,3.9,0
E01004173,Sutton 010C,11.5,0.17,4.8,41.7,20.4,19.5,27.1,20.4,1.3,32805.00 ,2.7,0
E01004175,Sutton 010D,10.7,0.15,4.7,46.5,12.2,20.2,24,21.7,1.1,31645.00 ,2.8,0
E01004176,Sutton 010E,13.7,0.19,5.1,46.3,11.1,13.1,33.1,20.4,1.1,34679.00 ,3.5,0
E01004076,Sutton 011A,13.3,0.16,12.1,44.6,18.2,21.5,27.2,21.4,1.2,30832.00 ,2.5,0
E01004077,Sutton 011B,10,0.17,7.6,43.6,8.9,23.7,21.6,20.2,1.2,31596.00 ,2.9,0
E01004078,Sutton 011C,13.1,0.18,8.5,48.4,18.4,23,23.2,23.3,1.1,29345.00 ,2.3,2
E01004079,Sutton 011D,6.3,0.15,6.4,51.3,1,16,26.8,8,1.6,43307.00 ,2.7,0
E01004080,Sutton 011E,10.3,0.16,8.1,47,0.4,18.7,25.1,11.5,1.5,38904.00 ,3.2,0
E01004081,Sutton 011F,10.9,0.14,6.2,51.4,9.6,18.1,26.8,19.7,1.1,33148.00 ,2.5,2
E01004082,Sutton 011G,12.9,0.18,6.4,54.6,1,16.6,25.6,12.7,1.4,36506.00 ,2.5,2
E01004137,Sutton 012A,8.8,0.17,3.6,34.6,3.7,14.3,37.6,34.9,0.8,33148.00 ,6.6,1
E01004140,Sutton 012B,12.1,0.2,10.2,24.4,42.4,26.4,23.1,48.1,0.7,23875.00 ,5.1,1
E01004141,Sutton 012C,12.2,0.19,8.9,35.2,25.1,22.8,24.9,37.8,0.8,26921.00 ,3.4,0
E01004142,Sutton 012D,12.6,0.25,7,17.6,43.1,20.6,31.7,50.4,0.6,26640.00 ,5.9,1
E01004149,Sutton 012E,9.3,0.16,4.6,34.6,8.4,23.3,27,30.9,1,31246.00 ,3.5,0
E01004101,Sutton 013A,8.1,0.16,2.6,45.2,2.4,19.8,27.3,15.4,1.3,38724.00 ,3,0
E01004103,Sutton 013B,9.7,0.19,3.3,45.9,4.8,12.7,39.8,25.1,1,36051.00 ,3,0
E01004138,Sutton 013C,12.2,0.18,4.6,46.5,13.6,13.6,34.4,26,1,31980.00 ,3.6,0
E01004139,Sutton 013D,9.4,0.17,4.4,44.7,5.5,15.3,34.6,27.1,1.1,35787.00 ,4.7,0
E01004168,Sutton 013E,7.6,0.16,2.9,49.1,3.8,23.6,20.1,14,1.4,31854.00 ,2.3,2
E01004143,Sutton 014A,14.5,0.17,3,47.1,12,16,32.3,28.3,1,31997.00 ,4.5,1
E01004148,Sutton 014B,15.7,0.18,5.4,36.9,30.8,24.7,22.3,32.2,0.9,28059.00 ,3.2,0
E01004159,Sutton 014C,12.2,0.17,3.4,45.8,4.5,21.3,21.3,16.1,1.3,31745.00 ,1.7,2
E01004160,Sutton 014D,8,0.18,4.1,44.5,3,10.8,36,21.4,1.1,35117.00 ,2.9,0
E01004161,Sutton 014E,9.6,0.17,2.8,56.9,2,15.9,32.7,14.3,1.2,37486.00 ,1.7,2
E01004097,Sutton 015A,9.4,0.18,3.2,47.7,2.1,13.6,34.2,13.8,1.4,42342.00 ,3.3,0
E01004098,Sutton 015B,8.5,0.15,2.9,42.1,3.6,12.5,43.2,17.3,1.3,43234.00 ,3.2,0
E01004099,Sutton 015C,10.8,0.17,4,36.6,20.5,17.1,37.6,30.1,0.9,32161.00 ,3.6,0
E01004100,Sutton 015D,9.9,0.15,3.1,41.4,4.3,16.3,30.4,17,1.3,38573.00 ,3.2,0
E01004102,Sutton 015E,5.8,0.13,1.4,42.6,8.3,16,37.2,19.6,1.2,39564.00 ,3.6,0
E01004110,Sutton 016A,10.9,0.18,3.1,32,5.9,14.7,37.4,22.7,1.1,37020.00 ,3.1,0
E01004111,Sutton 016B,6.7,0.14,1.5,48.1,6.9,14.6,31.3,18.2,1.3,38524.00 ,3,0
E01004112,Sutton 016C,6.6,0.12,1.7,39.1,0.3,10,45.5,13.2,1.5,53062.00 ,2.5,0
E01004120,Sutton 016D,7.5,0.16,1.3,49,0.9,17.5,25.7,11,1.7,45168.00 ,2.8,0
E01004157,Sutton 016E,4.9,0.15,0.3,49.3,0.9,10.8,40.2,10,1.5,51286.00 ,3.2,0
E01004087,Sutton 017A,6.3,0.17,2.9,45.6,0.8,15.3,32.2,6.3,1.8,45754.00 ,2.1,2
E01004170,Sutton 017B,7.7,0.2,4.2,41,5.5,14.5,35.1,21.7,1.1,36113.00 ,4.4,0
E01004174,Sutton 017C,9.8,0.18,3.7,40.4,8.9,13.8,34.6,27.9,1.1,32544.00 ,4,0
E01004178,Sutton 017D,10.4,0.21,6,36.1,10.8,17.8,31.4,35.3,0.9,30369.00 ,4.3,1
E01004179,Sutton 017E,7.3,0.17,4.1,49.1,2.5,12.8,37.2,15.4,1.4,41389.00 ,3.3,0
