lsoa,names,lone_parent_household,young_pepople_percent,ethnic_black,birth_not_uk ,tenure_mortgage_loan,tenure_social,no_qualifications,level_4_qualifications_above,no_cars,cars_per_household,median_annual_household_income,ptal_average,cluster_id
E01001918,Hammersmith and Fulham 018D,9,0.22,4.9,34.2,33.1,13.7,10.6,54.9,35,0.8,51437,3.1,0
E01001919,Hammersmith and Fulham 018E,6.6,0.17,3.2,32.8,30.2,12.1,9.8,54.8,30.8,0.9,59872,3,0
E01001879,Hammersmith and Fulham 019A,10.6,0.34,11.3,40.2,16.9,32.7,15,43.9,55.5,0.5,35330,3.7,0
E01001901,Hammersmith and Fulham 019B,7.6,0.24,3.4,36.3,27.2,13.8,7.3,58.3,38.8,0.8,59013,3.7,0
E01001902,Hammersmith and Fulham 019C,6.6,0.35,6.9,39.1,19.4,22.2,11.3,54.1,52.9,0.6,39484,3.2,0
E01001903,Hammersmith and Fulham 019D,15.1,0.31,11.8,39.5,15.9,38.5,16.7,42,52.6,0.6,32297,3.8,0
E01001920,Hammersmith and Fulham 020A,7.9,0.26,9.8,42.4,11.4,48.1,19.3,40,68.5,0.4,32254,5.9,1
E01001921,Hammersmith and Fulham 020B,7.4,0.25,5.4,37.4,22.6,22.2,11,55.8,48.6,0.7,53498,6,1
E01001922,Hammersmith and Fulham 020C,6.9,0.21,3.7,37.4,21.9,12.8,7,57.5,30.7,0.9,66015,4,0
E01001923,Hammersmith and Fulham 020D,9.2,0.25,5.5,37,22.1,25.9,12.1,56,41.7,0.8,53047,5.2,1
E01001924,Hammersmith and Fulham 020E,4.5,0.24,1.2,40.5,30.3,6.8,4.5,65.4,36.8,0.9,70788,4.3,0
E01001947,Hammersmith and Fulham 021A,25.5,0.24,25.3,38.9,9.5,72.4,22.9,29.6,67.5,0.4,23795,4.7,1
E01001948,Hammersmith and Fulham 021B,7.7,0.26,7,36.4,21.9,15.2,6.8,62.5,49.1,0.6,52878,4.1,0
E01001949,Hammersmith and Fulham 021C,5.5,0.26,2.3,41.4,25.1,9,4.8,64.2,42.2,0.7,62049,4,0
E01001950,Hammersmith and Fulham 021D,4.7,0.27,2.6,41.6,24.4,7.1,4.8,67.2,37.3,0.8,65418,4.7,1
E01001951,Hammersmith and Fulham 021E,7.7,0.29,6.3,39,20,23.8,8.7,60.7,49.1,0.6,48993,4.6,1
E01001953,Hammersmith and Fulham 021F,11.8,0.35,9.7,45.2,14.3,33,14.9,49.9,66.4,0.4,35213,5.4,1
E01001904,Hammersmith and Fulham 022A,4.4,0.28,4.7,38.8,29.2,9.8,9.2,60.1,39.4,0.8,53985,3.5,0
E01001905,Hammersmith and Fulham 022B,5.5,0.27,3.4,38.7,25.9,13.9,8.3,60.3,42,0.7,56958,3.5,0
E01001906,Hammersmith and Fulham 022C,4.3,0.34,4.4,37.2,27.6,14.3,6.4,64.1,42.5,0.7,53757,3.7,0
E01001907,Hammersmith and Fulham 022D,7.1,0.22,3.1,38.4,25.8,13.1,8.1,61.4,37.3,0.8,58816,4.6,1
E01001935,Hammersmith and Fulham 023A,10.8,0.3,7.9,34.3,23.7,30.6,12.1,53.4,43.5,0.7,44894,3.4,0
E01001939,Hammersmith and Fulham 023C,15.1,0.32,11.9,40,12.2,41.3,15.5,36.2,49.7,0.6,36020,3.7,0
E01032788,Hammersmith and Fulham 023D,20,0.3,14.2,32.5,20.8,35.7,13.7,48.4,51,0.6,35752,3.8,0
E01032789,Hammersmith and Fulham 023E,11.9,0.28,12.4,55,17.7,30.7,5.8,59.1,59.7,0.5,40775,4,0
E01032790,Hammersmith and Fulham 023F,13.1,0.2,14.3,50.9,14.4,30.5,11.8,51.5,47.4,0.6,44715,3.8,0
E01001915,Hammersmith and Fulham 024A,6.1,0.17,3,35.6,23.4,15,7.7,61.7,35.4,1,63393,4.2,0
E01001916,Hammersmith and Fulham 024B,3.6,0.15,0.8,34.4,17.9,2.5,4.7,60.7,31.1,1,67757,5.4,1
E01001926,Hammersmith and Fulham 024C,4.7,0.23,1.4,34.3,28.5,6.7,5.9,63.4,31,0.9,68262,4,0
E01001952,Hammersmith and Fulham 024D,5.4,0.37,5.1,42.9,19.4,16.1,6.8,63.9,59.3,0.5,45601,5.3,1
E01001925,Hammersmith and Fulham 025A,4.6,0.17,2.9,38.3,27.6,12.2,6.1,58.1,30.3,0.9,73712,3.4,0
E01001934,Hammersmith and Fulham 025B,17.6,0.25,12.9,39.6,15.2,44.9,15,39,49.6,0.6,33951,2.5,2
E01001937,Hammersmith and Fulham 025C,8,0.27,4.2,34,24.3,12.4,9.2,58.4,35.1,0.8,57341,3,0
E01001938,Hammersmith and Fulham 025D,18,0.23,16.5,33.6,17.4,45.3,17.2,40.6,49.8,0.6,32751,3.3,0
E01001969,Haringey 001A,14.4,0.23,14.5,49,20.7,26.1,19.6,37.1,56.1,0.5,27109,4.6,1
E01001971,Haringey 001B,23.1,0.23,25.8,51.3,13.3,57.8,23.1,24.9,63.4,0.4,21324,5.3,1
E01001974,Haringey 001C,9.5,0.25,10.3,52.9,24.8,8.4,13.6,43.9,54.2,0.6,30885,5.4,1
E01001975,Haringey 001D,10.6,0.26,12.8,51.9,24.9,11.7,12,40.5,50.5,0.6,31082,4.1,0
E01002036,Haringey 002A,23.7,0.21,41.1,56.5,17.9,39.1,30.5,18.1,58.1,0.5,19809,4.2,0
E01002037,Haringey 002B,23.1,0.2,39.4,56.6,8.5,50.1,27.6,19.2,62.7,0.4,19372,3.1,0
E01002039,Haringey 002C,35.1,0.21,41.1,49.5,5.3,78.4,30.2,17.1,61,0.4,16167,3.4,0
E01002040,Haringey 002D,23,0.22,44.2,51.8,20,31.5,25.6,20.7,54.1,0.6,22064,3.8,0
E01001962,Haringey 004A,13.4,0.16,10.2,29.4,38.7,16.2,11.4,51.4,25.4,1,43970,3,0
E01001970,Haringey 004B,25.1,0.28,26.5,50.8,16.1,40.2,17.5,33.5,49.9,0.6,25137,5.1,1
E01001972,Haringey 004C,15,0.21,17.9,42.1,22.8,36.6,19.6,37.6,50.6,0.6,27278,5.1,1
E01001973,Haringey 004D,15.4,0.21,12.9,41.1,22.6,24.4,16.6,42,41.5,0.8,35540,4.6,1
E01002090,Haringey 005A,21.5,0.22,22.7,47.1,24.1,37.9,29.6,19.2,32.4,0.9,23786,1.9,2
E01002093,Haringey 005B,26.2,0.19,26.9,41.1,18.4,57.7,34.2,16.6,51,0.6,20308,3.3,0
E01002096,Haringey 005C,26.9,0.2,25.3,41.6,21.8,56.9,30.1,22.1,50.8,0.6,21635,3.7,0
E01002097,Haringey 005D,34.1,0.2,26.4,41.9,24.2,46.1,27.6,22.7,52.4,0.6,22105,4,0
E01002091,Haringey 006A,22.7,0.21,28.1,46.7,18.3,54.5,36.5,16.2,48.8,0.7,19050,3.4,0
E01002092,Haringey 006B,23.5,0.21,37.8,52.9,17.7,30.6,25.6,24.9,61,0.5,21122,3.7,0
E01002094,Haringey 006C,34.9,0.22,30.4,44.1,20.3,49.5,27.2,22.7,46.4,0.7,22041,3.1,0
E01002095,Haringey 006D,32.6,0.21,28.5,41.6,16.1,57,27.9,22.3,54.1,0.5,22094,3.2,0
E01002098,Haringey 007A,10.8,0.22,11,42.2,27.2,16.7,12.3,47.3,50.7,0.6,32522,6.9,1
E01002101,Haringey 007B,9.9,0.25,13.4,57.8,32.5,8,19.3,30.8,46.1,0.7,27398,3.1,0
E01002102,Haringey 007C,14.9,0.26,14.9,57.7,20.6,15.7,15.7,38.4,54.8,0.5,27352,3.9,0
E01002105,Haringey 007D,13.5,0.3,14.1,61.2,16.1,20.4,17.9,35.1,67.8,0.4,24889,6.7,1
E01002099,Haringey 008A,22.4,0.24,27.5,51.9,14.4,55.8,28.3,23.7,64,0.4,19620,5.5,1
E01002100,Haringey 008B,17.9,0.24,18.8,52,20.7,27.2,23.1,27.8,48.2,0.6,23799,4,0
E01002103,Haringey 008C,15,0.27,15.3,55.4,24.8,14.6,20.2,30.9,49.7,0.6,26615,4.1,0
E01002104,Haringey 008D,19.4,0.23,18.2,50.5,29.7,21,21.8,32.9,45.3,0.7,25781,3.3,0
E01001963,Haringey 009A,8.4,0.13,5.4,24.6,41.8,6.5,8.3,60,20.8,1.1,57514,3,0
E01001964,Haringey 009B,9.3,0.19,7.2,32,35.2,10.3,6.5,56.5,36.6,0.8,46617,3.9,0
E01001965,Haringey 009C,7.9,0.13,4.9,23.7,46.1,10.4,7.7,63.2,23.1,1,55082,3.8,0
E01001966,Haringey 009D,7.9,0.17,3.9,23.1,36.4,4.9,8.1,58.4,18.5,1.3,60698,2.6,0
E01002027,Haringey 010A,18.8,0.28,17.2,52.6,22.3,30.8,19.4,35.7,57.1,0.5,26047,4.9,1
E01002028,Haringey 010B,19.2,0.29,17.5,49,23.4,27.8,18.8,36.2,53.3,0.6,26217,4.1,0
E01002032,Haringey 010C,23.1,0.24,19.4,49.2,17.3,50.6,23.7,28.4,63.1,0.4,22386,5.3,1
E01002033,Haringey 010D,25.5,0.22,20,46.6,17.6,44.6,22.2,28.5,60.4,0.5,23449,6.6,1
E01001976,Haringey 011A,21.7,0.2,35.9,56,22.7,28.3,23.2,25.2,57.8,0.5,23260,4.9,1
E01001977,Haringey 011B,19.5,0.21,31.4,56.8,19.8,33.7,25.4,22.5,63.5,0.4,22220,3.5,0
E01001978,Haringey 011C,20.4,0.22,37.3,55.2,16.8,41,28.3,24.2,66.9,0.4,21868,6,1
E01001979,Haringey 011D,20.8,0.29,32,56.9,12.5,37,21.8,24.7,64.3,0.4,20054,6.3,1
E01002074,Haringey 012A,26.1,0.19,41.4,49,17.8,43.8,29.7,20.4,62.7,0.4,20342,4.4,0
E01002077,Haringey 012B,31.8,0.31,29.5,50.5,8.3,58.3,23.8,17.7,59,0.5,18985,5.9,1
E01002079,Haringey 012C,20.8,0.21,28.4,60.7,27.5,15.4,24.8,25.7,49,0.6,24840,4.5,1
E01002081,Haringey 012D,19.3,0.31,32.4,57.2,14,55.8,29.2,18.8,63.3,0.4,17805,6.7,1
E01002082,Haringey 013A,31.2,0.23,46.8,50.7,7.2,79.4,29.6,16.9,56.5,0.5,18120,2.6,2
E01002086,Haringey 013B,17.9,0.24,27.2,54.6,19.5,36.2,26.6,28.4,49.3,0.6,23484,2.5,2
E01002088,Haringey 013C,13.4,0.25,13.5,53.6,24.6,16.3,23.5,34.3,48,0.7,26737,3.9,0
E01002089,Haringey 013D,26.4,0.22,50.6,54.9,4.3,85.2,29.6,15.9,69.1,0.3,16706,2.2,2
E01001967,Haringey 014A,8.5,0.16,3.2,22.8,36.3,5.7,6.9,60.3,23.4,1.1,59951,2.8,0
E01001968,Haringey 014B,7.6,0.19,3.7,31.6,31.2,8.5,7.4,59.4,39.1,0.8,49809,3.7,0
E01001996,Haringey 014C,6.9,0.16,4.2,27,37,8,9.2,56.4,37,0.8,48129,3.1,0
E01001997,Haringey 014D,5.3,0.26,2.6,29.3,25.6,3.8,5.4,62.9,47.3,0.7,48911,4.1,0
E01002075,Haringey 015A,28.9,0.32,33.6,50.6,22.2,39,24.5,23.2,54.8,0.5,21303,3.2,0
E01002076,Haringey 015B,25.4,0.27,32.5,55.1,24.4,26.3,22.8,22.8,53.4,0.5,21165,3,0
E01002078,Haringey 015C,18.2,0.21,33.4,50.6,21.1,45.3,23.1,28,57.5,0.5,22595,3.9,0
E01002080,Haringey 015D,18.4,0.33,27.7,57.6,23.1,15.7,19.6,28.9,52.5,0.6,24959,5.8,1
E01002026,Haringey 016A,20.1,0.25,31.2,51.3,9,70.6,27.3,26.4,68.4,0.4,19793,7,1
E01002029,Haringey 016B,18.6,0.32,22.9,52.4,11.4,42.6,19.8,33,69.7,0.3,23591,7,1
E01002030,Haringey 016C,13.8,0.25,16.3,52.2,17.8,17.6,17.4,40.8,55.6,0.6,28385,6.1,1
E01002031,Haringey 016D,13.9,0.29,14.6,60.1,13.7,17.3,18.4,40,65.4,0.4,25716,7.3,1
E01001991,Haringey 017A,9.3,0.18,4.3,25.8,25.5,6.5,7.2,64,43.2,0.7,50791,3.7,0
E01001992,Haringey 017B,5.7,0.15,1.5,26.9,27.2,4.3,6.4,63.2,28.7,1.1,64155,3.2,0
E01001993,Haringey 017C,6.2,0.12,1.1,20,34.6,7.7,5.4,69.8,23.8,1.1,67526,2.9,0
E01001995,Haringey 017D,22.4,0.18,12,27.6,34.3,33.6,18,40.1,28.5,0.9,34826,2.1,2
E01001980,Haringey 018A,17.7,0.23,30.7,54.4,25.7,19.2,21.2,29,50.5,0.6,24453,3.1,0
E01001981,Haringey 018B,18.8,0.25,30.9,60.1,21.3,21.8,21,28.6,58.9,0.5,24205,5.4,1
E01001982,Haringey 018C,17.5,0.23,33,54.5,24,21.6,19.5,30.5,56.8,0.5,24698,3.2,0
E01001983,Haringey 018D,20.3,0.23,23.2,50,33,17,20.1,36,46.4,0.7,27412,3,0
E01002083,Haringey 019A,7.6,0.26,12.5,60.6,23.4,6.1,23.2,32.8,52.3,0.7,28693,4.5,1
E01002084,Haringey 019B,10,0.26,12.5,53.5,27.8,16.5,22.4,35.4,51.4,0.6,26963,2.8,2
E01002085,Haringey 019C,13.3,0.27,16.9,56.8,17.2,26.3,18.8,38,61.8,0.5,25144,7,1
E01002087,Haringey 019D,13.4,0.26,16,52,17.5,26.9,21.2,34.8,61.9,0.5,25200,5.8,1
E01002014,Haringey 020B,9.8,0.22,9.4,32.9,27.4,18.4,10.6,57.6,48.8,0.6,37571,4,0
E01002015,Haringey 020C,15.7,0.18,16.3,31.7,23.2,42.5,19.4,43,52.4,0.6,30722,3.4,0
E01002018,Haringey 020D,17.8,0.14,11.1,25.4,32.2,35.9,18.2,47.5,42.4,0.7,34527,1.8,2
E01033085,Haringey 020E,11,0.27,14.2,38.3,22,23.2,10.1,54.4,59.3,0.4,28284,3.3,0
E01033086,Haringey 020F,25.4,0.2,24.7,44.1,9.6,70.5,28.7,27.7,61.7,0.4,19815,2.6,2
E01002020,Haringey 021A,11.2,0.2,9,29.8,26.9,16.7,9.4,55.6,41.9,0.7,44528,3.8,0
E01002022,Haringey 021B,5.7,0.22,3.1,35.1,20.8,3.6,8.3,63.7,49.1,0.6,48468,3.8,0
E01002023,Haringey 021C,7.7,0.15,5,22.8,34.3,9.5,8.9,64.3,31.2,1,55090,3.3,0
E01002025,Haringey 021D,5.8,0.16,3,24.2,30.1,4,4.1,70.7,24.6,1.1,64078,2.4,2
E01002013,Haringey 022A,10.8,0.13,5.4,21.8,44.5,11.3,10.5,61.7,31.9,0.9,49152,2.5,2
E01002019,Haringey 022B,6.6,0.16,2.3,21.4,42.5,4,7,64,19.5,1.2,58662,3,0
E01002021,Haringey 022C,7.6,0.15,4.4,21.4,35.5,10,7.5,64.3,25.9,1,57998,2.9,0
E01002024,Haringey 022D,8.2,0.16,6,25.1,32.4,20.2,14.3,55.7,34.3,0.9,48775,3.3,0
E01001998,Haringey 023A,9,0.3,8.7,49,25,8,13.2,49.3,58.7,0.5,33655,6.3,1
E01001999,Haringey 023B,10.4,0.28,11.5,53.4,24.7,9.2,15.5,45.9,62,0.5,29738,4.5,0
E01002003,Haringey 023C,16,0.29,17,56.3,10.1,27.1,18.8,35.5,72.1,0.3,23422,6.7,1
E01002004,Haringey 023D,11.1,0.3,10.9,46,27.9,15.5,14.7,46.4,52.5,0.6,31149,5.7,1
E01002067,Haringey 024A,17.3,0.23,27.4,53.2,15.4,48.6,26.1,26.1,59.6,0.5,22018,3.2,0
E01002069,Haringey 024B,11.6,0.24,24.5,60,15.2,34.7,23.3,27.8,73.5,0.3,22202,6.1,1
E01002070,Haringey 024C,16.3,0.21,22.1,50.8,27.9,18.1,19.3,36.3,54.9,0.5,25241,4.1,0
E01002073,Haringey 024D,19.2,0.24,26.3,58.2,20.3,39.8,22.8,26.5,63.6,0.4,22670,5.7,1
E01002066,Haringey 025A,24.6,0.23,36.8,50.6,9.5,56.2,24.2,25.9,68.6,0.4,21297,7.1,1
E01002068,Haringey 025B,14.5,0.28,30.1,56.3,17.6,26.1,18.8,32.9,64.4,0.4,24868,6.7,1
E01002071,Haringey 025C,22.7,0.22,34.9,57,12.6,51.7,26.6,26.1,67.4,0.4,19662,7,1
E01002072,Haringey 025D,18.2,0.3,30.1,54,18.7,41.9,21.8,30,67.6,0.4,21987,7,1
E01002043,Haringey 026A,12.9,0.26,19.9,56.4,22.8,15.8,20.7,35.2,59.6,0.5,25093,3.5,0
E01002045,Haringey 026B,19.8,0.21,29.3,57.7,13.9,36.6,20.4,30,55.7,0.5,24124,3.3,0
E01002046,Haringey 026C,18.9,0.2,33.4,52.9,19.8,38.8,25.8,25.9,61.5,0.5,23160,4.2,0
E01002049,Haringey 026D,18.6,0.25,28.8,54.5,23.1,34.5,26,29.3,55.9,0.5,23817,3.1,0
E01002042,Haringey 027A,9.2,0.25,16.7,53.7,25.7,11.1,17.1,37.7,55.5,0.5,27242,3.7,0
E01002044,Haringey 027B,10,0.31,9.5,56.3,21.5,10.5,16.5,41.5,70.1,0.4,27889,4.3,0
E01002047,Haringey 027C,10,0.34,9.5,53.1,19.3,12.5,17.9,44,61,0.5,28008,4.6,1
E01002048,Haringey 027D,15.1,0.27,19.1,52,24.8,23.6,19.2,38.2,58,0.5,26724,4.9,1
E01002016,Haringey 028A,14,0.21,14,31,27.1,30.1,10.7,54.8,47.7,0.6,38451,4.3,0
E01002017,Haringey 028B,10,0.29,13,33.6,30.8,18.9,10.2,54.6,48.2,0.6,41851,4,0
E01002059,Haringey 028C,13.9,0.2,12.1,29.3,28.7,33.4,14.8,50.6,44.4,0.7,39071,3.4,0
E01002060,Haringey 028D,9,0.18,6.8,25.6,36.8,14.4,6.4,63.7,42.1,0.7,49636,3.2,0
E01002050,Haringey 029A,13.1,0.18,11.5,42,20.6,11.8,30.1,19.7,41.1,0.8,30862,5.2,1
E01002051,Haringey 029B,15.9,0.24,25.5,59.4,13.8,35.1,25,25.4,66.9,0.4,24092,6.6,1
E01002052,Haringey 029C,12.5,0.17,11.5,37.3,19.4,20.3,32.3,20,40.5,0.8,29226,2.7,2
E01002055,Haringey 029D,8.1,0.19,7.7,38.8,21.1,13.4,28.4,22,50.4,0.6,30174,6.2,1
E01001994,Haringey 030A,6.8,0.21,4.6,35.7,27.9,8.6,9.3,59.2,33,1,52248,3.3,0
E01002008,Haringey 030B,7,0.12,2.9,31.3,21.3,13.7,9.3,60,28.3,1.3,67696,2.7,2
E01002010,Haringey 030C,13.5,0.14,7.4,28.8,24.9,26.7,11.9,57,32.9,1,49638,2.9,0
E01002011,Haringey 030D,7.9,0.19,7.2,32.4,26.7,15.4,7,62.4,44.2,0.8,47713,4.3,0
E01002000,Haringey 031A,10.3,0.26,11.7,44.4,30,10.6,12.5,49.6,58.4,0.5,33929,3.9,0
E01002001,Haringey 031B,6.8,0.31,9.1,46.8,25.8,9.9,12,52.4,59.4,0.5,34324,4.7,1
E01002002,Haringey 031C,10.8,0.32,13,46.2,20.2,14.6,10.7,48.4,66.1,0.4,28345,5.3,1
E01002058,Haringey 031D,11.3,0.32,14.5,53.2,16.4,18.4,15.2,45.5,61.7,0.4,28508,5,1
E01002053,Haringey 032A,20.7,0.23,29.6,52.8,18.4,44.3,25.1,27.1,60.5,0.5,22615,5.9,1
E01002054,Haringey 032B,23.8,0.22,32.3,53.4,11,59.7,27.2,22.5,67.4,0.4,19096,4.5,0
E01002056,Haringey 032C,14,0.26,25.9,53.6,18,38.8,20.2,35,63.3,0.4,24157,4,0
E01002057,Haringey 032D,15.3,0.3,25.1,53.8,19.9,26.6,19.9,37.1,52.8,0.6,25761,2.3,2
E01001984,Haringey 033A,5.3,0.17,5.7,36.2,25.5,13.4,7.1,63.2,44.6,0.6,47019,3,0
E01001985,Haringey 033B,4.9,0.15,2.7,26.7,35.9,6.9,5.1,71.3,33.7,0.8,57461,2.9,0
E01001987,Haringey 033C,4.1,0.16,2.4,33.8,29.4,3,5.2,71.4,28,0.9,61546,3.7,0
E01001989,Haringey 033D,6.7,0.17,6.7,26.1,32.4,13.7,6.4,66.2,34.7,0.8,54617,2.9,0
E01001986,Haringey 034A,8.2,0.18,5.4,27.9,31.9,14.7,7.3,64.6,41.5,0.7,51002,3.1,0
E01001988,Haringey 034B,6.1,0.17,4.2,26.9,26.9,13.3,7.9,64.4,44.8,0.7,48609,3.8,0
E01001990,Haringey 034C,6.4,0.31,3.6,27.5,23.9,6.9,5.9,67.4,47.4,0.6,46419,4,0
