lsoa,names,ethnic_asian,ethnic_black,tenure_mortgage_loan,tenure_private,no_qualifications,bad_health,cars_per_household,median_annual_household_income,ptal_average,cluster_id
E01003995,Southwark 014B,4.8,29.6,13.7,14.8,18.8,7.4,0.3,27443.00 ,7.9,1
E01003998,Southwark 014D,5.1,15.1,18.8,24.4,16.2,7.1,0.4,36198.00 ,6.4,1
E01003999,Southwark 014E,8.2,25.6,19.9,21.9,16.7,5.3,0.4,28553.00 ,4.6,1
E01032639,Southwark 014F,15.5,16,15.8,39.8,11,4.1,0.3,31390.00 ,8,1
E01032719,Southwark 014G,15.2,25.8,9.5,29.4,18.6,6.4,0.2,27102.00 ,8,1
E01003964,Southwark 015A,8.9,31.6,13,24.5,18.7,4.9,0.5,28018.00 ,4.4,1
E01003966,Southwark 015B,10.5,32.2,8.3,28.2,20.2,5,0.3,24598.00 ,4.9,1
E01003968,Southwark 015C,11.8,50.2,5.5,8.2,25.4,6.5,0.4,21873.00 ,3,0
E01003971,Southwark 015D,8.1,51.6,7.1,7.1,25.8,5.2,0.4,21304.00 ,3.9,0
E01003974,Southwark 015E,12.2,45.3,7.8,10,25.5,7.1,0.4,22901.00 ,3.5,0
E01003963,Southwark 016A,15.4,39.3,8.6,18.6,22.6,6.3,0.3,22424.00 ,6.4,1
E01003967,Southwark 016B,9.9,47,6.7,9.2,20.5,5.1,0.3,21715.00 ,5.7,1
E01003970,Southwark 016C,10.4,44.5,6.7,10.2,26.1,5.7,0.4,23683.00 ,4.4,1
E01003972,Southwark 016D,9.1,37.8,10.1,22,17.6,4.4,0.4,26684.00 ,4.2,0
