ptal_poor_access,ptal_good_access
8.10 ,0.00 
27.50 ,0.10 
0.00 ,0.00 
0.00 ,2.20 
0.00 ,40.70 
0.10 ,40.90 
0.00 ,100.00 
0.00 ,100.00 
1.10 ,24.20 
0.00 ,14.70 
0.00 ,90.60 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,25.20 
0.00 ,76.10 
0.00 ,99.90 
0.00 ,100.00 
20.30 ,0.10 
0.00 ,1.40 
0.00 ,9.80 
34.90 ,0.00 
0.00 ,83.90 
0.00 ,96.90 
0.00 ,92.50 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,96.10 
50.40 ,0.00 
52.70 ,0.00 
12.30 ,0.00 
24.80 ,0.00 
10.50 ,0.00 
95.60 ,0.00 
99.90 ,0.00 
54.20 ,0.00 
48.50 ,0.00 
42.60 ,0.00 
60.50 ,0.00 
0.00 ,78.00 
0.00 ,18.90 
6.30 ,23.70 
43.20 ,0.00 
0.00 ,28.60 
0.00 ,65.50 
0.00 ,86.20 
0.00 ,35.60 
0.00 ,6.00 
0.00 ,99.40 
0.00 ,67.50 
11.40 ,6.40 
0.00 ,6.20 
0.00 ,80.00 
65.60 ,0.00 
62.50 ,0.00 
23.20 ,0.10 
47.60 ,0.00 
72.10 ,0.00 
46.90 ,0.00 
46.90 ,0.00 
29.00 ,1.10 
0.00 ,82.20 
16.80 ,0.00 
20.20 ,0.50 
8.90 ,19.30 
8.20 ,46.30 
25.00 ,22.50 
0.00 ,32.10 
0.00 ,0.00 
0.00 ,4.70 
0.00 ,35.80 
0.00 ,12.20 
0.00 ,89.80 
54.60 ,0.00 
98.60 ,0.00 
99.00 ,0.00 
97.40 ,0.00 
99.40 ,0.00 
47.80 ,0.00 
78.10 ,0.00 
6.60 ,0.00 
17.40 ,0.00 
11.70 ,8.30 
58.30 ,0.00 
15.60 ,1.30 
43.10 ,21.30 
78.80 ,0.80 
1.50 ,11.40 
0.00 ,94.10 
0.00 ,48.70 
0.00 ,25.90 
0.00 ,41.10 
83.30 ,0.00 
8.70 ,0.60 
67.40 ,0.00 
79.70 ,0.00 
46.00 ,0.00 
0.00 ,23.70 
0.00 ,8.00 
0.00 ,5.20 
0.00 ,0.00 
0.00 ,19.50 
72.80 ,0.00 
91.30 ,0.00 
11.70 ,0.00 
85.00 ,0.00 
49.40 ,36.70 
3.80 ,83.30 
18.50 ,71.50 
24.00 ,10.70 
81.90 ,0.00 
0.00 ,54.50 
63.60 ,0.00 
100.00 ,0.00 
99.60 ,0.00 
99.40 ,0.00 
100.00 ,0.00 
12.60 ,0.00 
16.50 ,0.00 
1.10 ,0.00 
0.80 ,19.90 
37.20 ,0.00 
100.00 ,0.00 
66.30 ,0.00 
98.50 ,0.00 
54.40 ,7.20 
100.00 ,0.00 
45.30 ,0.00 
94.40 ,0.00 
24.80 ,0.00 
27.20 ,0.00 
11.90 ,0.00 
16.10 ,0.00 
73.10 ,0.00 
95.20 ,0.00 
40.60 ,0.00 
26.20 ,0.00 
85.60 ,0.00 
50.90 ,0.00 
13.60 ,0.00 
71.70 ,0.00 
91.10 ,0.00 
48.60 ,0.00 
0.00 ,0.00 
45.90 ,0.00 
67.50 ,0.00 
11.80 ,0.00 
93.50 ,0.00 
84.30 ,0.00 
78.20 ,0.00 
70.10 ,0.00 
85.90 ,0.00 
12.10 ,0.00 
0.50 ,0.00 
97.80 ,0.00 
13.80 ,6.10 
96.20 ,0.00 
0.10 ,85.00 
50.50 ,9.00 
52.90 ,35.00 
99.20 ,0.00 
79.70 ,0.00 
47.50 ,0.00 
27.80 ,14.20 
74.10 ,0.00 
23.40 ,0.00 
7.30 ,0.00 
80.80 ,0.00 
34.60 ,0.00 
43.80 ,0.00 
93.00 ,0.00 
75.60 ,0.00 
75.60 ,0.00 
72.10 ,0.00 
56.60 ,21.40 
32.60 ,15.40 
48.50 ,4.80 
10.00 ,48.50 
100.00 ,0.00 
27.80 ,0.00 
86.90 ,0.00 
68.40 ,17.30 
100.00 ,0.00 
14.80 ,0.00 
93.60 ,0.00 
36.80 ,0.00 
37.10 ,0.00 
100.00 ,0.00 
50.10 ,0.00 
91.00 ,0.00 
46.90 ,0.00 
2.80 ,0.00 
60.60 ,17.80 
58.10 ,0.00 
79.60 ,0.00 
81.90 ,0.00 
62.90 ,5.80 
100.00 ,0.00 
100.00 ,0.00 
57.40 ,0.00 
100.00 ,0.00 
97.40 ,0.00 
31.30 ,0.00 
50.80 ,0.00 
72.80 ,0.00 
63.20 ,0.00 
100.00 ,0.00 
97.70 ,0.00 
96.30 ,0.00 
47.60 ,0.00 
97.00 ,0.00 
38.90 ,0.80 
69.00 ,0.00 
21.30 ,0.00 
16.00 ,0.00 
59.40 ,0.00 
5.20 ,0.00 
6.10 ,16.30 
5.90 ,8.40 
12.80 ,2.50 
11.50 ,33.60 
92.40 ,0.00 
94.70 ,0.00 
100.00 ,0.00 
73.40 ,0.00 
17.10 ,4.50 
22.30 ,7.70 
14.20 ,0.00 
0.00 ,0.00 
0.00 ,44.90 
52.30 ,0.00 
66.70 ,0.00 
14.40 ,0.00 
85.80 ,0.00 
0.00 ,0.00 
51.80 ,3.90 
42.10 ,0.00 
5.70 ,9.10 
67.10 ,0.00 
0.00 ,36.60 
62.20 ,0.00 
5.30 ,15.10 
3.70 ,0.00 
77.80 ,0.00 
7.20 ,0.00 
86.10 ,0.00 
0.00 ,0.00 
0.00 ,41.60 
19.10 ,0.00 
48.00 ,0.00 
72.40 ,0.00 
31.00 ,0.00 
9.00 ,4.60 
1.80 ,47.50 
0.00 ,96.50 
0.00 ,23.60 
30.70 ,0.00 
0.00 ,40.10 
0.00 ,68.00 
37.70 ,2.10 
23.80 ,20.10 
0.00 ,82.00 
0.00 ,98.30 
2.60 ,61.30 
61.20 ,0.00 
22.40 ,0.00 
2.10 ,0.00 
0.00 ,10.20 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,26.50 
0.00 ,8.80 
28.90 ,0.70 
0.00 ,46.70 
0.00 ,55.90 
37.00 ,0.00 
0.00 ,0.00 
5.00 ,0.00 
12.90 ,0.00 
9.40 ,0.00 
57.00 ,0.00 
0.00 ,0.00 
3.80 ,16.20 
4.60 ,50.20 
0.00 ,24.00 
0.00 ,19.80 
0.00 ,15.60 
29.90 ,0.30 
0.00 ,11.80 
0.00 ,1.10 
0.00 ,43.80 
75.80 ,0.00 
38.90 ,0.00 
1.10 ,13.70 
3.00 ,17.30 
1.70 ,0.00 
0.00 ,0.00 
50.10 ,0.00 
0.00 ,0.00 
22.10 ,0.00 
31.60 ,0.00 
23.50 ,0.00 
35.10 ,0.00 
0.00 ,3.50 
0.00 ,0.00 
0.00 ,0.00 
49.20 ,0.00 
99.60 ,0.00 
100.00 ,0.00 
100.00 ,0.00 
80.30 ,0.00 
66.80 ,0.00 
0.00 ,2.00 
0.00 ,0.00 
0.00 ,0.00 
7.20 ,3.20 
0.00 ,66.80 
0.00 ,100.00 
0.00 ,93.30 
0.00 ,99.40 
0.00 ,67.80 
0.00 ,26.10 
14.90 ,0.00 
0.00 ,10.10 
0.00 ,0.00 
0.00 ,39.50 
0.00 ,100.00 
3.90 ,64.80 
0.00 ,45.20 
0.00 ,100.00 
0.00 ,92.50 
0.00 ,12.80 
43.80 ,6.20 
0.00 ,33.20 
32.70 ,7.60 
0.00 ,91.90 
0.00 ,71.20 
0.00 ,100.00 
0.00 ,73.60 
0.00 ,43.50 
0.00 ,4.10 
86.20 ,0.00 
97.60 ,0.00 
97.90 ,0.00 
21.80 ,0.00 
16.10 ,0.00 
23.80 ,0.00 
73.00 ,0.00 
87.00 ,0.00 
31.30 ,0.00 
9.20 ,13.10 
0.00 ,100.00 
0.00 ,83.50 
0.00 ,93.70 
0.70 ,70.20 
0.30 ,6.00 
33.90 ,0.00 
4.00 ,3.00 
42.80 ,0.00 
79.40 ,0.00 
77.30 ,0.00 
0.00 ,95.70 
23.30 ,23.90 
81.50 ,0.00 
0.00 ,15.10 
25.60 ,0.00 
39.80 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
15.30 ,0.00 
2.10 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
0.80 ,0.00 
14.30 ,0.00 
41.80 ,0.00 
61.60 ,0.00 
58.60 ,0.00 
91.00 ,0.00 
89.60 ,0.00 
4.70 ,0.00 
49.30 ,0.00 
92.10 ,0.00 
48.20 ,0.00 
93.80 ,0.00 
58.20 ,0.00 
100.00 ,0.00 
100.00 ,0.00 
99.70 ,0.00 
77.80 ,0.00 
100.00 ,0.00 
100.00 ,0.00 
52.80 ,0.00 
97.40 ,0.00 
27.90 ,0.00 
37.70 ,0.00 
48.20 ,0.00 
43.70 ,0.00 
53.80 ,3.60 
67.20 ,0.00 
27.20 ,0.00 
41.10 ,0.00 
1.70 ,37.90 
62.40 ,0.30 
100.00 ,0.00 
29.30 ,4.10 
36.30 ,0.00 
54.60 ,0.00 
98.50 ,0.00 
100.00 ,0.00 
100.00 ,0.00 
100.00 ,0.00 
94.60 ,0.00 
83.60 ,0.00 
100.00 ,0.00 
60.50 ,0.00 
19.60 ,0.00 
50.00 ,0.00 
90.60 ,0.00 
0.00 ,0.00 
95.50 ,0.00 
19.30 ,0.00 
65.80 ,0.00 
86.30 ,0.00 
100.00 ,0.00 
68.40 ,0.00 
74.60 ,0.00 
31.60 ,0.00 
2.30 ,0.00 
35.00 ,0.00 
59.80 ,0.00 
80.80 ,0.00 
82.50 ,0.00 
78.10 ,0.00 
100.00 ,0.00 
100.00 ,0.00 
8.10 ,0.00 
0.00 ,0.00 
54.50 ,6.20 
0.00 ,0.80 
13.30 ,0.00 
17.10 ,0.00 
91.70 ,0.00 
99.60 ,0.00 
55.70 ,0.00 
84.80 ,0.00 
50.30 ,0.00 
4.70 ,6.60 
0.00 ,0.00 
11.90 ,0.40 
58.80 ,0.00 
48.20 ,0.00 
33.20 ,2.40 
58.70 ,2.90 
16.00 ,30.10 
100.00 ,0.00 
42.00 ,18.20 
87.90 ,0.00 
12.70 ,10.90 
10.30 ,52.40 
1.30 ,85.90 
96.80 ,0.00 
74.10 ,0.00 
87.70 ,0.00 
55.60 ,0.00 
57.30 ,0.00 
19.40 ,3.50 
18.40 ,0.00 
0.00 ,15.20 
8.50 ,0.00 
0.70 ,0.00 
63.30 ,0.00 
78.00 ,0.00 
15.90 ,0.00 
5.00 ,0.00 
7.00 ,0.00 
81.80 ,0.00 
32.20 ,0.00 
2.80 ,0.00 
100.00 ,0.00 
30.30 ,0.00 
9.50 ,0.00 
51.40 ,0.00 
23.30 ,0.00 
0.30 ,0.00 
51.90 ,6.30 
70.60 ,0.00 
74.40 ,0.00 
3.10 ,0.00 
0.00 ,0.40 
37.10 ,4.20 
0.00 ,32.40 
0.00 ,75.20 
24.70 ,17.00 
11.50 ,0.00 
0.00 ,44.90 
0.00 ,87.40 
72.50 ,1.60 
55.70 ,0.00 
3.50 ,0.00 
25.20 ,0.00 
8.90 ,0.00 
75.40 ,0.00 
0.00 ,20.20 
0.00 ,0.00 
9.40 ,1.40 
12.40 ,0.00 
3.40 ,7.30 
5.50 ,61.20 
17.50 ,13.10 
4.30 ,25.80 
3.50 ,45.10 
3.40 ,0.00 
20.70 ,0.00 
0.00 ,2.20 
0.10 ,0.00 
1.20 ,0.00 
56.70 ,0.00 
0.00 ,0.00 
0.70 ,0.00 
9.30 ,0.00 
2.90 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
53.90 ,0.00 
0.00 ,17.90 
17.20 ,0.00 
0.00 ,0.00 
0.00 ,88.00 
0.00 ,0.00 
4.80 ,49.10 
0.00 ,5.30 
0.00 ,78.40 
2.70 ,87.30 
13.80 ,35.60 
0.00 ,89.00 
0.00 ,88.90 
4.70 ,47.90 
0.00 ,1.50 
4.30 ,0.00 
2.90 ,59.50 
14.70 ,0.00 
31.50 ,0.00 
6.20 ,0.00 
0.30 ,0.00 
22.10 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
11.30 ,1.70 
0.00 ,10.90 
0.00 ,0.00 
0.00 ,74.90 
0.00 ,0.00 
10.20 ,76.60 
0.00 ,76.80 
5.00 ,27.20 
72.90 ,0.00 
0.00 ,32.00 
0.00 ,0.00 
0.00 ,0.00 
50.90 ,0.00 
49.00 ,0.00 
0.00 ,9.10 
0.00 ,0.00 
0.00 ,68.70 
42.70 ,0.00 
0.00 ,51.90 
0.00 ,31.60 
59.10 ,0.00 
71.60 ,0.00 
69.60 ,0.00 
4.40 ,11.40 
2.90 ,59.50 
2.70 ,30.90 
0.00 ,91.80 
0.00 ,94.70 
0.00 ,77.80 
0.00 ,25.10 
43.10 ,0.00 
9.80 ,0.00 
0.00 ,93.10 
0.00 ,55.30 
27.40 ,0.00 
0.00 ,0.00 
88.20 ,0.00 
37.00 ,10.20 
26.10 ,0.00 
100.00 ,0.00 
83.70 ,0.00 
0.00 ,47.10 
0.00 ,55.40 
37.60 ,0.00 
28.20 ,13.40 
14.20 ,0.00 
34.90 ,2.30 
94.10 ,0.00 
0.00 ,0.00 
59.00 ,13.70 
1.80 ,4.50 
0.00 ,0.00 
0.20 ,3.50 
0.00 ,2.00 
0.00 ,0.00 
2.20 ,44.00 
0.00 ,49.80 
0.00 ,9.90 
0.00 ,66.70 
0.00 ,10.80 
5.70 ,35.20 
74.00 ,0.00 
1.10 ,6.20 
37.30 ,0.00 
19.20 ,0.00 
25.70 ,0.00 
3.90 ,0.00 
15.10 ,0.00 
0.00 ,0.00 
30.20 ,0.00 
0.00 ,10.80 
10.30 ,0.00 
19.20 ,0.00 
11.20 ,0.00 
7.40 ,0.00 
0.00 ,0.00 
10.30 ,22.50 
100.00 ,0.00 
100.00 ,0.00 
2.00 ,0.00 
0.00 ,0.00 
23.20 ,0.00 
0.00 ,0.00 
2.50 ,0.00 
6.10 ,0.00 
33.90 ,0.00 
0.00 ,17.90 
0.00 ,26.50 
41.50 ,0.00 
16.30 ,0.00 
61.10 ,0.00 
1.10 ,0.00 
2.20 ,0.00 
80.90 ,0.00 
12.80 ,0.00 
8.40 ,0.00 
95.90 ,0.00 
43.70 ,0.00 
18.40 ,0.00 
7.40 ,0.00 
6.80 ,0.00 
96.10 ,0.00 
89.90 ,0.00 
12.00 ,0.00 
42.50 ,0.00 
100.00 ,0.00 
83.80 ,0.00 
2.90 ,0.00 
98.10 ,0.00 
87.60 ,0.00 
100.00 ,0.00 
78.90 ,0.00 
100.00 ,0.00 
3.90 ,0.00 
16.20 ,0.00 
15.60 ,0.00 
25.90 ,0.00 
76.30 ,0.00 
78.10 ,0.00 
79.60 ,0.00 
56.30 ,0.00 
36.70 ,0.00 
28.00 ,0.00 
11.60 ,0.00 
10.10 ,40.60 
1.70 ,0.00 
25.90 ,0.00 
54.50 ,0.00 
100.00 ,0.00 
91.50 ,0.00 
76.10 ,0.00 
16.40 ,24.60 
2.00 ,18.10 
36.90 ,0.00 
63.30 ,0.00 
1.00 ,12.00 
9.00 ,0.00 
0.20 ,0.00 
87.60 ,0.00 
0.00 ,0.00 
100.00 ,0.00 
0.00 ,0.00 
25.70 ,0.00 
2.40 ,30.40 
0.00 ,29.20 
0.00 ,13.00 
7.80 ,0.00 
41.50 ,0.00 
37.30 ,0.00 
86.10 ,0.00 
55.90 ,0.00 
48.80 ,0.00 
2.50 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
5.40 ,1.90 
4.10 ,0.00 
0.00 ,41.20 
0.00 ,16.40 
0.00 ,0.00 
0.00 ,0.00 
56.80 ,0.00 
59.80 ,0.00 
14.00 ,0.00 
43.90 ,0.00 
0.40 ,3.30 
26.70 ,14.60 
52.10 ,0.00 
53.80 ,0.00 
0.00 ,0.00 
2.80 ,0.00 
57.40 ,0.00 
83.20 ,0.00 
11.60 ,0.00 
9.80 ,0.00 
2.30 ,22.60 
100.00 ,0.00 
92.10 ,0.00 
19.70 ,0.00 
88.30 ,0.00 
1.20 ,13.70 
75.70 ,0.00 
52.60 ,0.00 
0.00 ,68.90 
11.60 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
17.80 ,0.00 
33.80 ,0.00 
39.30 ,0.00 
7.10 ,0.00 
2.50 ,0.00 
2.30 ,0.00 
47.40 ,0.00 
0.00 ,0.00 
12.40 ,0.00 
34.60 ,0.00 
0.00 ,3.20 
37.90 ,0.00 
0.00 ,21.00 
48.30 ,0.00 
0.00 ,57.50 
56.00 ,1.90 
63.20 ,0.00 
30.60 ,0.00 
100.00 ,0.00 
0.00 ,47.40 
68.80 ,0.00 
0.00 ,0.00 
54.80 ,0.00 
38.10 ,0.00 
98.00 ,0.00 
67.00 ,0.00 
91.80 ,0.00 
95.50 ,0.00 
52.50 ,0.00 
4.80 ,31.40 
0.00 ,84.10 
10.10 ,0.00 
25.60 ,0.00 
73.50 ,0.00 
2.40 ,26.40 
50.60 ,0.00 
7.60 ,0.00 
36.80 ,0.00 
9.80 ,39.00 
10.40 ,0.00 
0.00 ,0.00 
5.50 ,0.00 
39.30 ,0.00 
0.30 ,0.00 
0.00 ,59.20 
43.90 ,5.20 
26.30 ,0.00 
0.00 ,81.80 
0.00 ,71.40 
49.30 ,0.00 
46.30 ,0.00 
6.10 ,0.00 
0.00 ,0.00 
97.30 ,0.00 
64.20 ,0.00 
0.00 ,64.30 
0.00 ,64.90 
0.00 ,100.00 
0.00 ,66.00 
28.30 ,66.00 
43.40 ,0.00 
8.50 ,32.70 
0.00 ,54.10 
64.30 ,0.00 
0.00 ,95.60 
73.70 ,1.60 
4.30 ,6.90 
84.30 ,0.00 
24.60 ,0.00 
40.80 ,3.40 
37.50 ,0.00 
16.70 ,0.70 
0.00 ,100.00 
11.00 ,8.30 
7.10 ,52.30 
0.00 ,0.00 
2.00 ,23.00 
0.30 ,6.20 
0.00 ,0.00 
9.90 ,0.00 
0.00 ,54.20 
26.00 ,0.00 
12.70 ,40.70 
0.00 ,0.00 
8.30 ,0.00 
0.00 ,0.00 
15.50 ,0.00 
86.10 ,0.00 
6.80 ,0.00 
98.60 ,0.00 
29.10 ,0.00 
61.50 ,0.00 
64.20 ,0.00 
65.90 ,0.00 
2.00 ,7.50 
100.00 ,0.00 
49.60 ,0.80 
5.20 ,20.40 
69.30 ,0.00 
0.60 ,11.70 
23.80 ,5.50 
0.00 ,40.20 
0.00 ,90.80 
36.40 ,45.70 
0.00 ,100.00 
33.70 ,21.10 
0.00 ,100.00 
0.00 ,78.80 
2.20 ,30.10 
0.00 ,1.70 
0.00 ,75.60 
0.00 ,26.40 
0.00 ,35.30 
0.00 ,72.40 
13.30 ,0.00 
0.00 ,68.60 
3.40 ,0.20 
0.00 ,100.00 
0.00 ,68.60 
50.90 ,2.20 
12.20 ,1.80 
90.70 ,0.00 
39.30 ,10.00 
1.50 ,0.00 
0.80 ,17.40 
0.00 ,0.00 
22.00 ,0.00 
0.00 ,88.20 
0.20 ,3.70 
0.00 ,30.00 
0.00 ,0.00 
0.00 ,90.80 
0.00 ,100.00 
0.00 ,35.30 
0.00 ,27.80 
0.10 ,0.00 
0.00 ,0.00 
0.00 ,2.60 
0.00 ,35.90 
0.00 ,68.10 
0.00 ,1.60 
0.00 ,69.40 
0.00 ,1.10 
0.20 ,6.40 
0.00 ,2.90 
48.90 ,0.00 
0.00 ,50.50 
67.30 ,0.00 
73.30 ,0.00 
0.00 ,68.20 
0.00 ,8.20 
0.00 ,4.20 
12.60 ,0.00 
82.80 ,0.00 
0.00 ,0.00 
81.80 ,0.00 
26.60 ,0.00 
0.00 ,0.00 
8.40 ,0.00 
48.00 ,0.00 
8.80 ,1.00 
55.80 ,0.00 
82.30 ,0.00 
47.40 ,0.00 
26.00 ,0.00 
78.50 ,0.00 
0.00 ,13.60 
23.20 ,0.00 
25.10 ,1.10 
64.70 ,18.50 
97.00 ,0.00 
75.10 ,0.00 
67.40 ,0.00 
100.00 ,0.00 
100.00 ,0.00 
86.40 ,0.00 
89.90 ,0.00 
48.90 ,0.00 
11.00 ,5.10 
0.00 ,75.90 
85.60 ,0.00 
29.10 ,0.00 
40.30 ,0.00 
0.00 ,45.80 
0.00 ,1.90 
5.90 ,8.80 
0.00 ,72.00 
0.00 ,40.40 
45.90 ,0.00 
0.60 ,41.90 
0.00 ,1.40 
99.30 ,0.00 
100.00 ,0.00 
60.90 ,0.10 
78.40 ,0.00 
47.10 ,0.00 
20.40 ,0.00 
0.00 ,5.10 
47.40 ,0.00 
8.30 ,0.00 
15.30 ,0.00 
32.60 ,0.00 
1.40 ,0.00 
75.50 ,0.00 
42.40 ,0.00 
0.00 ,1.70 
41.90 ,2.00 
40.10 ,0.00 
50.90 ,0.00 
0.00 ,0.00 
29.40 ,0.00 
95.00 ,0.00 
37.40 ,2.40 
23.90 ,0.00 
0.00 ,0.00 
31.60 ,0.00 
0.00 ,87.00 
9.00 ,0.00 
27.50 ,0.00 
0.00 ,99.90 
0.20 ,59.80 
0.20 ,27.80 
0.00 ,59.70 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,39.10 
0.00 ,84.10 
0.00 ,62.30 
0.00 ,86.30 
0.00 ,49.50 
0.00 ,100.00 
0.50 ,29.20 
0.00 ,88.50 
0.00 ,94.90 
35.30 ,0.00 
37.60 ,0.00 
93.90 ,0.00 
48.10 ,0.00 
81.10 ,0.00 
48.20 ,0.00 
53.70 ,12.60 
29.80 ,0.00 
3.30 ,35.10 
59.70 ,0.00 
83.20 ,0.00 
64.50 ,0.00 
80.50 ,0.00 
72.60 ,0.00 
75.40 ,0.00 
87.70 ,0.00 
89.80 ,0.00 
17.60 ,0.00 
60.40 ,0.00 
0.00 ,0.00 
21.50 ,0.00 
34.50 ,0.00 
36.90 ,0.00 
6.50 ,0.00 
14.50 ,0.00 
0.00 ,0.00 
63.80 ,0.00 
0.00 ,15.40 
28.60 ,0.00 
86.20 ,0.00 
40.90 ,0.00 
11.10 ,33.80 
96.80 ,0.00 
91.70 ,0.00 
94.00 ,0.00 
65.80 ,0.00 
93.10 ,0.00 
89.10 ,0.00 
66.30 ,0.00 
80.60 ,0.00 
100.00 ,0.00 
94.70 ,0.00 
33.00 ,23.80 
9.50 ,0.00 
40.60 ,0.00 
83.80 ,0.00 
2.20 ,0.00 
0.00 ,56.90 
79.20 ,0.00 
17.00 ,12.00 
3.60 ,72.50 
97.00 ,0.00 
58.20 ,0.00 
10.90 ,0.00 
56.70 ,0.00 
3.00 ,0.00 
0.00 ,76.30 
0.00 ,85.40 
30.40 ,45.10 
61.40 ,20.30 
83.50 ,0.00 
59.30 ,0.00 
42.20 ,0.00 
9.80 ,0.00 
14.90 ,0.00 
67.40 ,0.00 
27.30 ,0.00 
62.90 ,0.00 
0.10 ,0.00 
22.20 ,0.00 
74.30 ,0.00 
84.60 ,0.00 
72.80 ,0.00 
0.00 ,0.00 
6.90 ,1.80 
77.30 ,0.00 
0.40 ,3.30 
62.60 ,0.00 
8.30 ,32.20 
1.90 ,57.70 
37.30 ,0.00 
8.40 ,28.30 
35.80 ,2.00 
2.40 ,10.10 
0.00 ,8.00 
79.90 ,0.00 
94.30 ,0.00 
47.80 ,0.00 
85.40 ,0.00 
94.30 ,0.00 
0.00 ,72.10 
18.40 ,57.70 
0.10 ,85.60 
78.70 ,0.00 
0.00 ,40.90 
0.00 ,0.00 
0.00 ,9.40 
0.00 ,1.20 
50.50 ,0.00 
0.00 ,27.80 
34.40 ,4.70 
94.20 ,0.00 
5.80 ,27.90 
6.60 ,6.00 
76.70 ,0.00 
5.80 ,25.10 
23.90 ,0.00 
9.90 ,0.00 
46.10 ,0.00 
42.50 ,0.00 
19.80 ,12.70 
77.70 ,0.00 
5.20 ,0.00 
21.00 ,11.70 
0.00 ,30.50 
0.00 ,90.60 
3.40 ,3.00 
66.20 ,0.00 
38.80 ,0.00 
0.00 ,0.00 
62.80 ,0.00 
62.50 ,0.00 
100.00 ,0.00 
0.00 ,17.20 
0.00 ,4.30 
87.80 ,0.00 
10.70 ,4.80 
72.20 ,0.00 
3.90 ,0.00 
88.20 ,0.00 
57.90 ,0.00 
24.90 ,0.00 
0.00 ,0.00 
16.90 ,1.70 
17.30 ,43.00 
84.30 ,0.00 
54.60 ,0.00 
29.40 ,0.00 
2.00 ,0.00 
58.10 ,0.00 
84.00 ,0.00 
58.20 ,0.00 
35.90 ,0.00 
51.90 ,0.00 
61.20 ,0.00 
28.70 ,0.00 
71.40 ,0.00 
41.20 ,0.00 
83.20 ,0.00 
98.00 ,0.00 
100.00 ,0.00 
27.10 ,0.00 
12.20 ,0.00 
57.00 ,0.00 
62.80 ,0.00 
52.80 ,0.00 
95.70 ,0.00 
57.10 ,0.00 
100.00 ,0.00 
100.00 ,0.00 
5.70 ,0.00 
41.70 ,0.00 
72.80 ,0.00 
61.50 ,0.00 
75.20 ,0.00 
82.50 ,0.00 
81.00 ,0.00 
21.00 ,0.00 
99.40 ,0.00 
36.80 ,0.00 
5.60 ,0.00 
97.30 ,0.00 
100.00 ,0.00 
93.60 ,0.00 
94.20 ,0.00 
92.70 ,0.00 
21.40 ,0.00 
18.80 ,0.00 
31.70 ,0.00 
17.10 ,0.00 
16.50 ,0.00 
2.00 ,8.20 
86.50 ,0.00 
100.00 ,0.00 
57.90 ,0.00 
87.90 ,0.00 
98.50 ,0.00 
84.30 ,0.00 
56.50 ,11.00 
14.70 ,3.90 
59.30 ,0.00 
75.60 ,0.00 
95.60 ,0.00 
85.30 ,0.00 
43.20 ,2.60 
36.00 ,0.00 
0.00 ,0.00 
21.80 ,0.00 
30.30 ,0.00 
6.30 ,44.20 
28.50 ,49.30 
3.40 ,47.10 
0.00 ,91.00 
36.10 ,32.00 
19.50 ,0.00 
25.80 ,0.00 
75.10 ,0.00 
37.00 ,0.00 
45.80 ,0.00 
4.40 ,0.00 
70.10 ,0.00 
100.00 ,0.00 
97.90 ,0.00 
69.10 ,0.00 
28.90 ,0.00 
0.00 ,88.30 
7.40 ,11.10 
2.60 ,0.00 
0.00 ,74.50 
100.00 ,0.00 
95.40 ,1.70 
12.40 ,0.00 
5.10 ,25.80 
100.00 ,0.00 
0.00 ,0.00 
100.00 ,0.00 
95.80 ,0.00 
55.00 ,0.00 
80.60 ,0.00 
100.00 ,0.00 
98.30 ,0.00 
74.30 ,0.00 
15.90 ,43.70 
27.90 ,33.50 
13.60 ,0.00 
0.00 ,9.60 
0.00 ,13.70 
14.50 ,0.00 
23.90 ,0.00 
75.70 ,0.00 
60.90 ,0.00 
100.00 ,0.00 
72.50 ,0.00 
100.00 ,0.00 
88.50 ,0.00 
32.00 ,0.00 
75.40 ,0.00 
0.70 ,0.00 
6.90 ,50.40 
39.80 ,0.00 
0.30 ,0.00 
0.70 ,0.40 
25.30 ,0.00 
29.60 ,0.00 
100.00 ,0.00 
70.10 ,12.40 
100.00 ,0.00 
100.00 ,0.00 
81.70 ,1.10 
84.80 ,0.00 
42.10 ,0.00 
93.50 ,0.00 
90.50 ,0.00 
0.20 ,0.00 
60.90 ,0.00 
4.90 ,0.00 
3.30 ,0.00 
68.90 ,0.00 
27.20 ,0.00 
58.20 ,0.00 
57.90 ,0.00 
54.10 ,0.00 
62.50 ,0.00 
26.50 ,0.00 
40.30 ,0.00 
65.60 ,0.00 
19.20 ,0.00 
11.60 ,0.00 
94.60 ,0.00 
100.00 ,0.00 
100.00 ,0.00 
99.70 ,0.00 
100.00 ,0.00 
89.20 ,0.00 
14.30 ,0.00 
45.30 ,0.00 
100.00 ,0.00 
100.00 ,0.00 
79.10 ,0.00 
53.00 ,0.00 
51.90 ,0.00 
75.40 ,0.00 
6.10 ,0.00 
62.20 ,0.00 
6.00 ,0.00 
22.00 ,0.00 
50.30 ,0.00 
