ptal_poor_access,ptal_good_access
0.00 ,0.00 
70.30 ,0.00 
0.00 ,69.50 
0.00 ,25.70 
0.00 ,77.00 
0.00 ,100.00 
0.00 ,46.00 
2.10 ,33.80 
0.00 ,0.00 
0.00 ,2.40 
69.70 ,0.00 
24.70 ,0.00 
2.80 ,0.00 
34.70 ,0.00 
1.50 ,0.00 
1.80 ,0.00 
49.50 ,0.00 
0.00 ,0.30 
5.70 ,0.00 
0.00 ,51.00 
0.00 ,0.00 
100.00 ,0.00 
30.50 ,0.00 
11.80 ,21.60 
18.70 ,0.00 
7.30 ,51.40 
73.10 ,0.00 
31.60 ,0.30 
77.80 ,0.00 
53.30 ,0.00 
44.20 ,0.00 
0.00 ,0.00 
10.80 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
17.80 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
16.90 ,0.00 
28.40 ,0.00 
44.70 ,0.00 
0.00 ,56.30 
0.00 ,61.30 
18.60 ,0.00 
100.00 ,0.00 
59.90 ,0.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,32.70 
0.00 ,73.90 
0.00 ,35.70 
0.00 ,0.00 
0.00 ,38.70 
0.00 ,90.00 
0.00 ,100.00 
0.00 ,4.10 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,31.70 
0.00 ,38.90 
0.00 ,0.00 
0.00 ,100.00 
0.00 ,94.30 
0.00 ,90.80 
0.00 ,100.00 
0.00 ,86.20 
0.00 ,100.00 
0.00 ,75.50 
0.00 ,100.00 
0.00 ,96.50 
0.00 ,45.40 
0.00 ,99.30 
100.00 ,0.00 
62.00 ,0.00 
90.00 ,0.00 
0.00 ,39.60 
0.00 ,65.30 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
15.00 ,0.00 
0.00 ,0.50 
6.70 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
9.90 ,47.70 
75.20 ,0.00 
0.00 ,26.20 
0.00 ,31.40 
0.00 ,100.00 
0.00 ,95.20 
0.00 ,97.60 
0.00 ,100.00 
7.90 ,62.40 
0.00 ,8.70 
0.00 ,69.40 
0.00 ,22.80 
0.00 ,9.00 
0.30 ,33.30 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,70.60 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,47.80 
0.00 ,88.70 
0.00 ,0.00 
0.00 ,15.10 
0.00 ,2.40 
0.00 ,96.00 
0.00 ,100.00 
0.00 ,53.90 
0.00 ,25.50 
0.00 ,100.00 
0.00 ,87.90 
0.00 ,96.10 
17.60 ,9.00 
13.60 ,22.90 
0.00 ,52.70 
0.00 ,6.20 
2.80 ,28.50 
4.40 ,1.10 
0.00 ,7.70 
5.00 ,1.10 
0.00 ,17.90 
17.50 ,7.60 
39.70 ,0.00 
0.00 ,50.30 
31.60 ,0.00 
0.00 ,7.10 
5.30 ,0.00 
0.40 ,31.20 
9.40 ,76.90 
2.90 ,76.20 
0.00 ,81.10 
0.00 ,99.50 
0.00 ,100.00 
0.00 ,97.20 
0.00 ,100.00 
0.00 ,28.80 
0.00 ,100.00 
0.00 ,65.80 
0.00 ,100.00 
0.00 ,99.10 
0.00 ,87.80 
0.00 ,93.10 
0.00 ,97.20 
0.00 ,99.70 
0.00 ,82.80 
0.00 ,95.70 
3.50 ,29.80 
21.40 ,2.20 
1.20 ,35.80 
0.00 ,60.50 
0.00 ,80.40 
0.00 ,98.60 
0.00 ,98.50 
0.00 ,100.00 
0.00 ,91.30 
0.00 ,28.80 
0.00 ,0.00 
1.40 ,17.00 
0.00 ,51.90 
0.00 ,58.80 
0.00 ,37.40 
0.00 ,32.30 
0.30 ,14.40 
0.00 ,83.10 
0.00 ,100.00 
0.00 ,90.00 
0.00 ,0.00 
1.50 ,13.80 
0.00 ,69.30 
0.00 ,69.10 
0.00 ,3.50 
0.00 ,0.00 
26.00 ,0.00 
6.90 ,0.00 
0.00 ,69.30 
0.00 ,4.70 
0.00 ,0.20 
0.00 ,0.30 
0.00 ,0.00 
42.00 ,1.70 
0.00 ,39.90 
0.00 ,95.30 
0.00 ,85.60 
2.10 ,0.00 
4.70 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
1.00 ,0.00 
17.50 ,1.50 
13.40 ,2.40 
4.70 ,0.00 
0.00 ,33.70 
41.10 ,0.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,0.00 
0.30 ,0.00 
12.90 ,0.40 
0.00 ,12.20 
0.00 ,96.50 
0.00 ,100.00 
0.00 ,89.30 
0.00 ,40.30 
0.80 ,59.30 
0.00 ,90.40 
0.00 ,100.00 
0.00 ,0.00 
0.10 ,1.50 
0.00 ,56.60 
0.00 ,100.00 
0.00 ,100.00 
12.50 ,39.90 
0.00 ,26.10 
0.00 ,46.40 
0.00 ,98.30 
0.00 ,69.70 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,77.00 
0.00 ,88.90 
0.00 ,73.40 
0.00 ,100.00 
0.00 ,67.50 
0.00 ,75.40 
0.00 ,85.20 
0.00 ,100.00 
0.00 ,63.50 
0.00 ,100.00 
0.00 ,94.20 
0.00 ,22.70 
0.00 ,41.70 
0.00 ,96.00 
0.00 ,100.00 
0.00 ,76.90 
0.00 ,86.30 
0.00 ,52.00 
0.00 ,100.00 
32.00 ,11.90 
0.00 ,33.70 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,1.80 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,88.30 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,84.20 
0.00 ,56.80 
0.00 ,0.00 
0.00 ,26.30 
0.00 ,87.00 
0.00 ,100.00 
0.00 ,78.60 
0.00 ,80.90 
0.00 ,100.00 
0.00 ,96.50 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,99.40 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.50 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
21.10 ,0.00 
0.00 ,57.70 
0.00 ,80.70 
0.00 ,100.00 
0.00 ,100.00 
30.20 ,0.00 
0.00 ,0.10 
0.00 ,61.90 
0.00 ,0.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,88.50 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,93.40 
2.60 ,66.30 
0.00 ,100.00 
0.00 ,52.90 
1.10 ,55.40 
0.00 ,68.30 
0.00 ,9.90 
0.00 ,22.30 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,98.40 
0.00 ,97.40 
0.00 ,100.00 
33.00 ,0.10 
0.00 ,87.60 
0.00 ,100.00 
0.00 ,88.90 
0.00 ,39.70 
41.70 ,9.30 
0.00 ,92.40 
0.00 ,17.30 
0.00 ,97.30 
0.00 ,0.00 
0.00 ,13.50 
0.00 ,0.10 
0.00 ,0.00 
0.00 ,0.20 
0.00 ,60.30 
0.00 ,0.00 
0.00 ,0.00 
1.40 ,0.30 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
5.60 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,80.10 
0.00 ,0.00 
0.00 ,16.30 
0.00 ,77.80 
0.00 ,15.60 
0.00 ,100.00 
0.00 ,0.00 
0.00 ,0.00 
9.70 ,18.50 
11.80 ,63.20 
0.00 ,84.10 
62.10 ,0.00 
0.00 ,77.40 
0.00 ,100.00 
0.00 ,55.70 
15.30 ,0.00 
6.90 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,51.70 
17.60 ,0.00 
0.00 ,54.20 
0.00 ,13.70 
0.00 ,22.20 
0.00 ,68.70 
20.50 ,0.00 
0.00 ,42.30 
13.80 ,22.10 
11.70 ,0.00 
18.30 ,0.00 
0.00 ,3.50 
0.00 ,62.90 
0.00 ,89.50 
0.00 ,100.00 
0.00 ,98.50 
0.00 ,22.80 
0.00 ,100.00 
0.00 ,72.70 
0.00 ,100.00 
0.00 ,100.00 
5.10 ,93.70 
0.00 ,100.00 
5.80 ,62.20 
6.00 ,43.30 
0.00 ,97.40 
0.00 ,8.10 
0.00 ,43.40 
0.00 ,50.30 
0.00 ,14.80 
0.00 ,98.10 
0.00 ,100.00 
33.90 ,30.10 
0.00 ,40.70 
0.00 ,94.40 
79.40 ,0.00 
74.70 ,0.00 
11.40 ,0.50 
19.70 ,1.90 
0.00 ,100.00 
0.00 ,94.40 
0.00 ,99.70 
0.00 ,81.20 
0.00 ,100.00 
5.60 ,0.00 
50.10 ,0.00 
59.60 ,0.00 
92.50 ,0.00 
0.00 ,67.50 
0.00 ,39.90 
4.70 ,1.40 
0.00 ,0.00 
0.00 ,62.90 
0.00 ,100.00 
35.00 ,44.30 
80.80 ,0.00 
38.10 ,0.00 
91.80 ,0.00 
41.40 ,0.00 
67.60 ,0.00 
0.00 ,6.20 
48.20 ,0.00 
12.40 ,0.00 
12.20 ,0.00 
86.30 ,0.00 
0.00 ,13.50 
0.00 ,74.30 
56.70 ,0.00 
4.20 ,0.00 
0.10 ,17.10 
0.00 ,99.00 
4.60 ,20.70 
26.40 ,38.70 
9.00 ,37.40 
51.80 ,0.00 
71.00 ,10.60 
12.80 ,16.60 
0.00 ,42.80 
0.00 ,2.10 
5.00 ,14.20 
31.30 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,72.20 
0.00 ,100.00 
0.00 ,71.60 
0.00 ,72.40 
0.00 ,95.10 
58.80 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
0.10 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
31.80 ,0.00 
0.00 ,71.50 
0.00 ,100.00 
0.00 ,77.30 
100.00 ,0.00 
58.10 ,0.00 
9.70 ,0.00 
0.10 ,0.00 
9.20 ,0.00 
0.00 ,63.80 
2.90 ,0.00 
0.00 ,98.20 
0.00 ,100.00 
0.00 ,46.80 
65.00 ,0.00 
0.00 ,91.70 
59.40 ,6.30 
0.00 ,86.60 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,51.00 
67.40 ,0.00 
26.60 ,8.60 
0.00 ,0.00 
49.50 ,0.00 
0.00 ,0.00 
82.80 ,0.00 
38.60 ,0.00 
0.00 ,76.90 
0.00 ,52.50 
0.00 ,99.30 
0.00 ,98.20 
2.00 ,17.30 
0.00 ,100.00 
11.50 ,40.80 
0.10 ,13.30 
0.00 ,47.90 
61.40 ,0.00 
0.00 ,1.10 
0.00 ,95.70 
88.30 ,0.00 
1.00 ,20.90 
0.00 ,69.30 
0.00 ,31.60 
0.00 ,70.50 
27.40 ,19.80 
1.10 ,76.10 
0.00 ,80.60 
0.00 ,93.30 
0.00 ,13.50 
0.00 ,99.60 
0.00 ,89.60 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,95.00 
7.70 ,46.30 
0.00 ,96.90 
0.00 ,99.90 
50.70 ,0.00 
0.00 ,0.00 
1.50 ,57.70 
0.00 ,17.80 
22.70 ,0.00 
2.80 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,42.50 
0.00 ,100.00 
0.00 ,31.30 
38.70 ,0.00 
0.00 ,66.70 
0.00 ,84.50 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,87.80 
0.00 ,98.80 
0.00 ,100.00 
0.00 ,83.00 
0.00 ,91.50 
0.00 ,89.20 
0.00 ,100.00 
0.00 ,34.20 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,88.10 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,70.70 
0.00 ,61.60 
0.00 ,100.00 
0.00 ,88.60 
0.00 ,100.00 
0.00 ,95.80 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,98.00 
0.00 ,55.80 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.60 ,98.60 
0.00 ,100.00 
0.00 ,91.30 
0.00 ,94.80 
0.00 ,100.00 
0.00 ,88.60 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,1.70 
0.00 ,100.00 
0.00 ,72.20 
0.00 ,52.20 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,97.60 
0.00 ,95.70 
0.00 ,100.00 
0.00 ,82.40 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,89.90 
0.30 ,99.70 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,90.30 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,99.90 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,97.30 
0.00 ,53.50 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,7.80 
0.00 ,100.00 
0.00 ,39.20 
0.00 ,31.50 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,100.00 
0.00 ,69.60 
0.00 ,3.40 
0.00 ,100.00 
69.20 ,0.00 
100.00 ,0.00 
87.10 ,0.00 
63.60 ,0.00 
28.20 ,0.00 
46.60 ,1.10 
29.80 ,0.00 
54.50 ,0.00 
0.00 ,7.80 
0.00 ,20.10 
100.00 ,0.00 
85.40 ,0.00 
2.50 ,0.00 
100.00 ,0.00 
0.00 ,0.00 
64.30 ,0.00 
11.30 ,0.00 
64.10 ,0.00 
47.90 ,0.00 
99.30 ,0.00 
60.60 ,0.00 
0.20 ,0.00 
77.20 ,0.00 
92.60 ,0.00 
24.00 ,0.00 
11.10 ,0.00 
22.50 ,0.00 
58.30 ,0.00 
63.50 ,0.00 
4.40 ,0.00 
31.40 ,0.00 
56.00 ,0.00 
10.00 ,0.00 
7.40 ,0.00 
0.00 ,0.00 
5.70 ,0.00 
0.00 ,0.00 
25.30 ,0.40 
55.60 ,0.00 
3.70 ,0.00 
26.50 ,1.10 
41.90 ,0.00 
17.90 ,0.00 
0.00 ,0.00 
75.60 ,0.00 
2.90 ,0.00 
68.30 ,0.00 
36.70 ,0.00 
7.60 ,0.00 
0.00 ,6.30 
13.00 ,0.00 
6.20 ,0.00 
100.00 ,0.00 
60.10 ,0.00 
0.00 ,0.00 
57.50 ,0.00 
0.60 ,17.80 
19.00 ,0.00 
44.10 ,0.00 
0.00 ,11.80 
0.00 ,13.80 
0.00 ,0.00 
77.90 ,0.00 
8.60 ,0.00 
6.90 ,13.70 
76.40 ,0.00 
0.00 ,100.00 
41.40 ,14.80 
0.00 ,100.00 
37.30 ,49.30 
0.00 ,89.40 
0.00 ,100.00 
0.00 ,100.00 
35.10 ,6.30 
8.80 ,49.00 
53.90 ,0.00 
24.60 ,0.00 
36.40 ,0.00 
47.30 ,0.00 
100.00 ,0.00 
24.60 ,0.00 
16.90 ,0.00 
98.90 ,0.00 
17.90 ,0.00 
100.00 ,0.00 
9.50 ,0.00 
47.30 ,0.00 
0.00 ,41.40 
9.00 ,0.00 
55.80 ,0.00 
59.70 ,0.00 
41.90 ,0.00 
59.00 ,0.00 
68.70 ,0.00 
39.40 ,0.00 
41.90 ,0.00 
37.80 ,0.00 
0.00 ,43.20 
26.00 ,0.00 
50.80 ,3.60 
91.90 ,0.00 
85.50 ,0.00 
87.60 ,0.00 
90.50 ,0.00 
39.80 ,0.00 
3.60 ,0.00 
0.00 ,7.60 
0.00 ,0.00 
1.80 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
67.40 ,0.00 
39.80 ,22.50 
54.10 ,0.00 
33.50 ,0.40 
2.70 ,53.30 
89.90 ,0.00 
60.40 ,0.00 
67.00 ,0.00 
0.00 ,3.70 
5.20 ,9.20 
58.60 ,0.00 
21.50 ,0.00 
41.20 ,0.00 
71.60 ,0.00 
97.50 ,0.00 
100.00 ,0.00 
37.50 ,30.40 
60.90 ,0.10 
87.60 ,0.00 
25.00 ,0.00 
7.90 ,0.00 
0.00 ,12.00 
0.80 ,0.00 
0.00 ,0.00 
7.60 ,0.00 
0.00 ,0.00 
69.30 ,0.00 
6.10 ,0.00 
14.40 ,0.00 
100.00 ,0.00 
99.90 ,0.00 
99.80 ,0.00 
26.30 ,0.70 
82.30 ,0.00 
100.00 ,0.00 
0.00 ,0.00 
4.50 ,0.60 
0.50 ,35.40 
25.00 ,14.40 
17.30 ,28.20 
31.00 ,0.00 
28.80 ,0.00 
33.40 ,17.70 
11.10 ,0.00 
99.80 ,0.00 
34.50 ,0.00 
15.10 ,0.00 
78.00 ,0.00 
36.40 ,2.40 
0.00 ,54.50 
25.10 ,0.00 
46.30 ,0.00 
10.30 ,0.00 
79.40 ,0.00 
60.60 ,0.00 
18.40 ,0.00 
43.60 ,0.00 
68.70 ,0.00 
33.00 ,0.00 
37.10 ,0.00 
100.00 ,0.00 
93.30 ,0.00 
64.10 ,0.00 
77.40 ,0.00 
7.60 ,0.00 
2.30 ,0.00 
25.00 ,0.00 
66.30 ,0.00 
72.00 ,0.00 
100.00 ,0.00 
71.90 ,0.00 
17.70 ,10.80 
25.30 ,0.00 
57.30 ,0.00 
15.70 ,0.00 
5.80 ,0.00 
0.70 ,0.00 
19.60 ,0.00 
95.70 ,0.00 
23.90 ,21.20 
70.20 ,1.00 
6.70 ,39.30 
100.00 ,0.00 
0.50 ,0.00 
100.00 ,0.00 
80.90 ,0.00 
0.00 ,74.30 
9.70 ,67.70 
8.00 ,35.10 
5.60 ,0.00 
27.20 ,0.00 
0.00 ,1.90 
0.00 ,0.00 
0.00 ,10.80 
0.00 ,0.00 
15.10 ,0.00 
3.30 ,0.00 
79.70 ,0.00 
64.20 ,0.00 
0.00 ,0.70 
15.30 ,0.00 
21.60 ,2.60 
30.20 ,5.30 
0.00 ,0.00 
5.50 ,0.00 
3.70 ,15.20 
1.60 ,19.90 
0.00 ,0.00 
42.70 ,0.00 
66.60 ,0.00 
10.60 ,0.00 
1.10 ,0.00 
41.50 ,0.00 
30.00 ,2.60 
0.00 ,36.00 
0.00 ,55.30 
8.80 ,35.80 
4.30 ,8.60 
0.00 ,41.50 
0.00 ,18.40 
0.00 ,76.40 
4.00 ,0.00 
1.30 ,0.00 
100.00 ,0.00 
82.70 ,0.00 
10.70 ,20.60 
69.30 ,0.00 
100.00 ,0.00 
56.70 ,0.00 
66.50 ,0.00 
100.00 ,0.00 
98.10 ,0.00 
18.50 ,0.00 
100.00 ,0.00 
36.80 ,0.00 
90.70 ,0.00 
35.70 ,0.00 
29.30 ,0.00 
25.30 ,0.00 
0.00 ,53.40 
14.30 ,3.00 
40.10 ,0.00 
8.60 ,0.00 
60.60 ,0.00 
85.30 ,0.00 
100.00 ,0.00 
44.40 ,0.00 
0.00 ,8.50 
0.00 ,36.60 
100.00 ,0.00 
35.10 ,0.00 
0.90 ,4.10 
0.00 ,0.60 
65.50 ,0.00 
0.00 ,0.00 
45.10 ,0.00 
99.70 ,0.00 
91.90 ,0.00 
7.50 ,41.50 
0.00 ,45.10 
55.60 ,0.00 
3.50 ,0.00 
8.80 ,0.00 
0.00 ,0.00 
0.00 ,70.90 
91.60 ,0.00 
78.80 ,0.00 
75.50 ,0.00 
34.50 ,4.40 
83.30 ,0.00 
100.00 ,0.00 
26.20 ,0.00 
47.60 ,0.00 
12.90 ,46.40 
3.50 ,8.90 
91.90 ,0.00 
18.70 ,0.00 
2.20 ,0.00 
38.40 ,21.30 
0.00 ,0.00 
8.90 ,0.00 
59.50 ,0.00 
11.90 ,0.00 
0.00 ,0.00 
14.70 ,0.00 
21.30 ,0.00 
0.00 ,0.50 
3.60 ,15.70 
0.00 ,2.70 
0.00 ,19.00 
0.00 ,43.80 
0.00 ,8.50 
49.00 ,0.00 
0.00 ,43.80 
12.00 ,51.60 
0.00 ,98.80 
0.00 ,96.00 
12.60 ,45.50 
0.00 ,96.10 
0.20 ,16.10 
20.40 ,0.00 
65.40 ,0.00 
0.00 ,0.00 
0.00 ,17.20 
5.00 ,0.00 
0.00 ,0.00 
0.00 ,1.70 
0.00 ,4.90 
0.00 ,15.70 
0.00 ,45.70 
45.00 ,0.00 
2.30 ,0.00 
59.50 ,0.00 
0.00 ,0.00 
2.60 ,24.50 
33.60 ,13.80 
5.20 ,9.50 
77.40 ,0.00 
47.00 ,0.00 
32.90 ,5.50 
75.30 ,0.00 
6.90 ,0.00 
17.60 ,0.00 
62.00 ,0.00 
31.60 ,0.00 
0.00 ,0.00 
44.20 ,0.00 
97.00 ,0.00 
53.30 ,0.00 
29.30 ,0.00 
73.80 ,0.00 
100.00 ,0.00 
62.10 ,0.00 
87.00 ,0.00 
76.50 ,10.90 
99.00 ,0.00 
74.40 ,0.00 
47.80 ,0.00 
96.70 ,0.00 
89.60 ,0.00 
51.10 ,0.00 
99.30 ,0.00 
65.30 ,0.00 
94.60 ,0.00 
87.70 ,0.00 
77.40 ,0.00 
67.30 ,0.00 
23.20 ,0.00 
11.30 ,0.00 
2.30 ,0.00 
0.50 ,0.80 
43.00 ,0.00 
92.70 ,0.00 
97.10 ,0.00 
88.60 ,0.00 
73.40 ,0.00 
100.00 ,0.00 
99.00 ,0.00 
100.00 ,0.00 
94.70 ,0.00 
63.80 ,0.00 
43.80 ,0.00 
77.70 ,0.00 
25.70 ,0.00 
78.20 ,0.00 
33.70 ,0.00 
44.80 ,0.00 
17.40 ,0.00 
89.90 ,0.00 
26.70 ,0.00 
41.20 ,0.00 
80.10 ,0.00 
3.60 ,0.00 
85.40 ,0.00 
94.50 ,0.00 
13.00 ,0.00 
99.70 ,0.00 
6.30 ,58.80 
22.40 ,30.90 
48.10 ,43.40 
0.00 ,69.90 
0.00 ,49.20 
21.80 ,0.80 
0.00 ,22.20 
74.70 ,0.00 
100.00 ,0.00 
0.00 ,15.90 
31.00 ,0.00 
0.30 ,18.70 
76.80 ,1.10 
3.80 ,17.00 
0.00 ,58.50 
92.30 ,0.00 
100.00 ,0.00 
33.30 ,0.00 
80.00 ,0.00 
91.60 ,0.00 
26.70 ,0.00 
88.50 ,0.00 
100.00 ,0.00 
32.20 ,0.00 
92.40 ,0.00 
92.80 ,0.00 
53.80 ,0.00 
22.60 ,0.00 
99.10 ,0.00 
76.30 ,0.00 
54.30 ,3.40 
49.60 ,0.00 
16.70 ,9.70 
100.00 ,0.00 
10.60 ,1.70 
93.90 ,0.00 
62.40 ,0.00 
87.70 ,0.00 
74.60 ,0.00 
100.00 ,0.00 
99.60 ,0.00 
100.00 ,0.00 
53.60 ,0.00 
87.40 ,0.00 
76.50 ,0.00 
60.60 ,0.00 
96.40 ,0.00 
6.10 ,0.00 
46.70 ,0.00 
17.20 ,0.00 
99.70 ,0.00 
4.10 ,0.00 
26.40 ,0.00 
67.20 ,0.00 
2.70 ,0.30 
62.20 ,0.00 
67.50 ,0.00 
52.80 ,0.00 
100.00 ,0.00 
80.90 ,0.00 
7.50 ,25.10 
98.20 ,0.00 
76.80 ,0.00 
0.00 ,69.90 
0.00 ,51.90 
51.70 ,0.00 
0.80 ,0.00 
1.20 ,0.00 
14.70 ,20.10 
48.60 ,0.00 
14.90 ,0.00 
16.70 ,0.00 
100.00 ,0.00 
85.90 ,0.00 
0.00 ,0.00 
100.00 ,0.00 
31.00 ,0.00 
55.30 ,0.00 
62.70 ,0.00 
63.20 ,0.00 
41.70 ,0.00 
55.70 ,0.00 
7.90 ,47.70 
46.90 ,0.10 
3.30 ,0.00 
0.80 ,0.00 
24.00 ,0.00 
19.70 ,1.30 
0.00 ,0.00 
5.40 ,0.00 
0.00 ,0.00 
32.80 ,0.00 
22.30 ,0.00 
8.20 ,0.00 
62.20 ,0.00 
11.00 ,39.30 
93.50 ,0.00 
27.70 ,0.00 
49.90 ,19.50 
27.20 ,7.40 
9.70 ,0.00 
56.20 ,0.00 
59.80 ,0.00 
93.40 ,0.00 
96.50 ,0.00 
35.10 ,21.80 
80.80 ,0.00 
47.10 ,0.00 
41.30 ,0.00 
7.00 ,0.00 
0.40 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
1.30 ,0.00 
11.20 ,0.00 
84.60 ,0.00 
81.60 ,0.00 
63.60 ,0.00 
34.00 ,63.40 
9.10 ,0.00 
47.00 ,1.80 
29.40 ,26.70 
0.00 ,27.00 
32.80 ,0.00 
20.90 ,0.00 
14.90 ,0.00 
5.50 ,0.00 
17.00 ,0.00 
20.90 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
3.00 ,0.00 
25.10 ,0.00 
49.90 ,0.00 
0.00 ,0.00 
0.00 ,0.20 
0.00 ,0.00 
0.00 ,51.70 
28.00 ,0.00 
31.90 ,0.00 
44.30 ,15.80 
18.50 ,15.00 
15.80 ,0.00 
0.00 ,23.00 
12.50 ,0.80 
0.00 ,14.60 
0.00 ,23.60 
0.00 ,0.00 
0.00 ,22.20 
0.00 ,68.20 
25.50 ,0.00 
27.50 ,5.10 
0.00 ,100.00 
0.00 ,95.00 
0.00 ,47.90 
66.80 ,0.00 
41.80 ,0.00 
29.30 ,4.80 
0.00 ,62.60 
54.40 ,34.90 
1.30 ,7.40 
39.80 ,0.00 
100.00 ,0.00 
0.00 ,83.20 
0.00 ,84.40 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,6.30 
0.00 ,7.80 
0.00 ,6.80 
45.80 ,39.30 
4.00 ,58.00 
19.00 ,31.20 
0.00 ,98.10 
14.80 ,61.00 
0.00 ,72.40 
7.20 ,0.00 
4.50 ,3.70 
0.00 ,97.10 
0.00 ,47.40 
49.60 ,0.00 
21.50 ,0.00 
9.40 ,0.00 
0.70 ,0.00 
9.60 ,0.00 
40.80 ,1.60 
0.00 ,0.00 
0.00 ,20.50 
0.00 ,5.80 
0.00 ,47.00 
0.00 ,46.80 
0.00 ,81.20 
0.30 ,2.00 
0.00 ,41.20 
0.00 ,2.60 
0.00 ,89.30 
0.20 ,91.40 
0.00 ,100.00 
0.00 ,84.90 
0.00 ,30.90 
10.50 ,0.60 
0.00 ,49.20 
87.00 ,0.00 
52.20 ,0.00 
55.30 ,0.00 
33.20 ,0.00 
86.30 ,0.00 
28.30 ,4.80 
52.70 ,0.00 
66.30 ,0.00 
0.20 ,91.20 
34.90 ,13.90 
0.00 ,71.00 
4.90 ,54.80 
42.70 ,0.00 
0.00 ,100.00 
0.00 ,35.30 
0.00 ,67.70 
0.00 ,100.00 
0.00 ,85.10 
0.00 ,48.90 
0.00 ,10.90 
0.60 ,0.00 
1.90 ,0.70 
2.60 ,18.40 
